JJ_d: L19_L9,JJ_d: L19_L10,JJ_d: L19_L15,JJ_d: L19_L16,JJ_d: L9_L10,JJ_d: L9_L15,JJ_d: L9_L16,JJ_d: L10_L15,JJ_d: L10_L16,JJ_d: L15_L16,JJ_o: L19_L9 X,JJ_o: L19_L9 Y,JJ_o: L19_L9 Z,JJ_o: L19_L10 X,JJ_o: L19_L10 Y,JJ_o: L19_L10 Z,JJ_o: L19_L15 X,JJ_o: L19_L15 Y,JJ_o: L19_L15 Z,JJ_o: L19_L16 X,JJ_o: L19_L16 Y,JJ_o: L19_L16 Z,JJ_o: L9_L10 X,JJ_o: L9_L10 Y,JJ_o: L9_L10 Z,JJ_o: L9_L15 X,JJ_o: L9_L15 Y,JJ_o: L9_L15 Z,JJ_o: L9_L16 X,JJ_o: L9_L16 Y,JJ_o: L9_L16 Z,JJ_o: L10_L15 X,JJ_o: L10_L15 Y,JJ_o: L10_L15 Z,JJ_o: L10_L16 X,JJ_o: L10_L16 Y,JJ_o: L10_L16 Z,JJ_o: L15_L16 X,JJ_o: L15_L16 Y,JJ_o: L15_L16 Z,JL_d: p0_p7_p9,JL_d: p1_p8_p10,JL_d: p19_p2_p3,JL_d: p4_p13_p15,JL_d: p5_p14_p16,label
159.03773137214955,159.21683328090657,159.4584585401477,158.82065356873457,158.26875876179733,157.610278852618,157.71176240217468,157.11779020849295,156.9872606296447,156.9872606296447,0.1383319531169608,0.9746114878694967,-0.1760588494215865,0.12407106627892427,0.9779719341985795,0.16786085437736814,0.9994596054725607,0.02324324663889676,0.02324324663889676,-0.00916005981172182,0.9984465194776784,-0.05496035887033092,-0.09028448318226533,-0.37919482936551435,0.9209017284591063,0.13282097467231985,-0.9740204809303457,0.183419441214156,-0.411173441012184,-0.822346882024368,0.39329633488121946,0.18937785394147377,-0.9687405605467697,-0.16024279948893935,-0.4254475133223589,-0.5908993240588318,-0.6854432159082449,-0.376619029231115,0.9244285262945551,-0.059916663741313755,83.80002039387495,70.85586638093066,5.4738815091057855,15.779712538179583,106.70051546267241,19
156.7482057313576,156.95222202950808,156.29779269074788,156.29779269074788,155.76905982896602,156.40971836813722,155.2610704587599,155.44130725132234,155.15798400340216,154.48300877442801,0.1381763444646921,0.973515154183058,-0.18214154497618504,0.13742522281236247,0.9764423726141543,0.16635684866759667,0.9994596054725607,0.02324324663889676,0.02324324663889676,-0.00917238207700242,0.9997896463932638,-0.01834476415400484,-0.0537689671746739,-0.3584597811644927,0.931995431027681,0.13266451029260282,-0.9728730754790873,0.1895207289894326,-0.3959636299034084,-0.7919272598068168,0.4648268698866098,0.17404103501157628,-0.9717291121479675,-0.15953761542727823,-0.48492864496887195,-0.6304072384595335,-0.6061608062110899,-0.37717210835900467,0.9257860841539206,-0.025716280115386684,84.1301712484036,72.16370278748174,6.018207999328082,16.576040025778514,106.89393543525196,19
151.545372743611,151.46286673637206,149.35528112524176,149.79319076646976,147.844512918133,147.844512918133,146.48890742988016,144.05901568454507,142.39733143566983,136.75525584049777,0.13169574190203726,0.9720399997531322,-0.19440799995062644,0.14468083796461462,0.9765956562611486,0.1591489217610761,1.0,0.0,0.0,0.0,0.9999579186567449,0.009173925859236192,-0.017650112740455196,-0.3530022548091039,0.9354559752441254,0.13785045640610058,-0.971219124679345,0.194243824935869,-0.35092728322582606,-0.7686978584946665,0.5347463363441158,0.16582418665414675,-0.9733158781873831,-0.1586144394083143,-0.5134961659630968,-0.6675450157520258,-0.5391709742612516,-0.3669588549860052,0.9301980277552225,0.008533926860139656,85.18632065342327,71.70071129354297,4.857177460398288,14.462386205637777,105.00739135320886,19
135.1332675546625,134.95925310996648,147.82760229402356,154.434452114805,155.1547614480458,155.3898323572041,157.3944090493687,157.53729717117784,157.87970103848056,157.69590990257166,0.13852102674088806,0.9696471871862165,-0.20148512980492808,0.15880027463284468,0.9744562307015469,0.15880027463284468,0.9997296931968458,0.0,-0.023249527748763855,0.0,0.9993273353312655,0.03667256276445011,0.0,-0.3319062115909338,0.9433123908373908,0.1325033220141015,-0.971691028103411,0.1956001420208165,-0.35665256377650983,-0.7295166077246792,0.5836132861797434,0.15157418316912116,-0.9744054632300647,-0.16600981966141842,-0.5710915448162815,-0.6749263711465145,-0.4672567184860485,-0.3666385766313026,0.9293861593677206,0.04263239263154681,88.79081505232453,71.70245225340895,4.435878563885805,14.698936059298052,100.62096092652754,19
156.9872606296447,155.47990223819926,155.76263993653933,156.9872606296447,158.27191791344413,157.7529714458653,157.58489775356014,158.38244852255568,156.87893421361582,157.9271984174987,0.13900405975326527,0.9667100519204357,-0.21482445598231903,0.16736681109838114,0.9750935950949162,0.14553635747685317,0.9974273175796118,-0.022668802672263903,-0.06800640801679171,0.009252519052083994,0.9992720576250714,0.037010076208335976,0.017466083231604194,-0.3318555814004797,0.9431684945066265,0.13869433799229577,-0.9708603659460704,0.19543293080732585,-0.3358388360287807,-0.7196546486331015,0.6077083699568412,0.15157418316912116,-0.9744054632300647,-0.16600981966141842,-0.5846434037980073,-0.690942204488554,-0.42519520276218714,-0.36631913542351213,0.9285764130502983,0.059633347627083375,87.77774726003237,73.7643516318277,5.632781024977441,13.64738585886688,99.67557199825437,19
158.7734234687909,158.3098228158948,158.03164240113435,137.01824696003084,138.25700705570043,138.23530663329106,138.53880322855397,137.4227055475186,137.1459077041674,137.1459077041674,0.13324004089629957,0.9644041055351207,-0.2284114986793707,0.16770460296644424,0.9770615998914578,0.13124708058243462,0.9966593765052243,-0.04530269893205565,-0.06795404839808347,0.018476588250832447,0.9977357655449522,0.06466805887791358,0.03511474936103118,-0.3160327442492806,0.9480982327478418,0.14450269702186708,-0.9675397974507621,0.2073299565965919,-0.2950794410111912,-0.6833418633943376,0.6678113664990117,0.15085677492036792,-0.9769772090080969,-0.15085677492036792,-0.5968414439433648,-0.7389465496441658,-0.3126312325417625,-0.35542205234164587,0.9308672799424058,0.08462429817658235,89.40058983180244,74.02645137973296,7.281208983939778,14.082764804983128,93.14944358706443,19
137.18964975536602,137.1459077041674,137.18964975536602,137.31715115017496,137.77155003846042,138.78400484205665,139.14381049834736,139.34130758680286,138.40158958624716,138.6145735483827,0.12681362312722605,0.963783535766918,-0.2346052027853682,0.16770460296644424,0.9770615998914578,0.13124708058243462,0.9987111735848225,-0.022697981217836876,-0.04539596243567375,0.018464772811525407,0.9970977318223719,0.07385909124610163,0.051770327079632236,-0.3106219624777934,0.949122663126591,0.15115580094807432,-0.9636182310439738,0.22043554304927507,-0.27497745744033286,-0.6721671181874803,0.6874436436008322,0.15208609199036344,-0.9776963056523363,-0.14484389713367946,-0.6019688321984561,-0.7452947446266599,-0.28665182485640767,-0.3582423443715674,0.9297241794404962,0.08529579627894461,90.68944216554402,74.42944061509911,2.8595785370174465,14.450806610540974,96.10719015765679,19
139.18692467326088,139.39153489362258,140.5560386465128,139.43457247038842,141.15594213493105,140.360250783475,140.34956359034396,138.7191407124482,137.6263056250512,135.18135966175217,0.13365768428981412,0.9610623965600921,-0.24185676204823509,0.174940311042388,0.9767500699866664,0.12391605365502484,0.9968054961988362,-0.044302466497726053,-0.06645369974658907,0.027671226645624276,0.9961641592424739,0.08301367993687282,0.05204225233102259,-0.2949060965424613,0.9541079594020808,0.15115580094807432,-0.9636182310439738,0.22043554304927507,-0.2719169739313889,-0.6495794377249847,0.71000543193196,0.15101662010526112,-0.9780123968721672,-0.14382535248120107,-0.6110747600782918,-0.7565687505731231,-0.2327903847917302,-0.3548634119197982,0.9294041740756619,0.10138954626279949,91.7222497111638,74.74499598798688,5.960713016726628,16.46980986128219,88.17003201459417,19
134.6291201783626,135.17396198972642,133.60014970051492,133.285408053545,136.04778572251738,142.03520690307738,141.52384958020326,138.54241227869537,136.71137480107498,137.84774209249855,0.12739887249311807,0.9618614873230414,-0.24205785773692431,0.16770460296644424,0.9770615998914578,0.13124708058243462,0.9974273175796118,-0.022668802672263903,-0.06800640801679171,0.027648888855725393,0.9953599988061143,0.09216296285241798,0.051194241085557174,-0.290100699484824,0.9556258335970672,0.15207855196139053,-0.96316416242214,0.22178122161036118,-0.2550701539398269,-0.6451774482007386,0.7201980817124524,0.15192283039954388,-0.9766467668542106,-0.15192283039954388,-0.5923488777590923,-0.77005354108682,-0.23693955110363693,-0.3498910012657259,0.9301980277552225,0.11094104918181553,91.26086485753602,75.54815599661188,3.459993338341662,16.993105996302944,86.28248180637048,19
137.89126150702953,137.55362590640786,135.72030061858837,134.94072772888103,136.35981812836215,137.46635952115702,138.89204440859814,137.95651488784426,138.07606599262596,138.06158046321215,0.12739887249311807,0.9618614873230414,-0.24205785773692431,0.174940311042388,0.9767500699866664,0.12391605365502484,0.9925934365488713,-0.04511788347949415,-0.11279470869873538,0.027691259049098704,0.9968853257675533,0.07384335746426321,0.06931669932133817,-0.2945959721156873,0.9531046156684,0.151565176975123,-0.9662280032164092,0.20840211834079414,-0.26064546836393565,-0.6592797140970137,0.7052759732200611,0.14366570530687187,-0.9769267960867287,-0.15803227583755905,-0.606723596489837,-0.7511815956540839,-0.26002439849564446,-0.34713368046718734,0.9313342646680637,0.11006677673349843,91.52945728045054,76.0271132637529,6.243442480456266,17.629306646325837,86.67074582474864,19
