left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
-5.0,70.0,8.0,2.0,71.0,10.0,8.0,111.0,-7.0,-16.0,109.0,-9.0,3.0,-79.0,48.0,7.0,1.0,7.0,0.0,0.0,0.0,6.0,1.0,6.0,16.0,1.0,16.0,3.0,0.0,3.0,-24.0,27.0,32.0,23.0,30.0,30.0,-15.0,110.0,24.0,6.0,109.0,23.0,3.0,-79.0,48.0,26.0,1.0,26.0,21.0,0.0,21.0,17.0,1.0,17.0,6.0,0.0,6.0,3.0,0.0,3.0,16
-6.0,71.0,10.0,1.0,71.0,9.0,7.0,110.0,-8.0,-16.0,108.0,-10.0,3.0,-79.0,48.0,6.0,1.0,6.0,1.0,0.0,1.0,7.0,1.0,7.0,18.0,0.0,18.0,1.0,1.0,1.0,-25.0,28.0,34.0,22.0,30.0,30.0,-16.0,109.0,23.0,6.0,109.0,23.0,3.0,-79.0,48.0,27.0,0.0,27.0,22.0,0.0,22.0,18.0,1.0,18.0,2.0,0.0,2.0,1.0,1.0,1.0,16
-6.0,70.0,9.0,3.0,71.0,11.0,7.0,109.0,-5.0,-17.0,108.0,-10.0,1.0,-78.0,48.0,6.0,0.0,6.0,3.0,1.0,3.0,7.0,1.0,7.0,17.0,0.0,17.0,1.0,0.0,1.0,-26.0,28.0,32.0,22.0,30.0,32.0,-17.0,110.0,24.0,4.0,109.0,23.0,1.0,-78.0,48.0,26.0,0.0,26.0,22.0,1.0,22.0,17.0,0.0,17.0,4.0,0.0,4.0,1.0,0.0,1.0,16
-6.0,70.0,10.0,3.0,70.0,10.0,8.0,110.0,-5.0,-16.0,108.0,-11.0,3.0,-78.0,50.0,8.0,1.0,8.0,1.0,1.0,1.0,8.0,0.0,8.0,16.0,0.0,16.0,1.0,0.0,1.0,-25.0,28.0,34.0,23.0,29.0,32.0,-16.0,110.0,25.0,6.0,109.0,23.0,3.0,-78.0,50.0,27.0,1.0,27.0,21.0,1.0,21.0,16.0,0.0,16.0,6.0,0.0,6.0,1.0,0.0,1.0,16
-7.0,69.0,16.0,1.0,71.0,9.0,10.0,110.0,-9.0,-15.0,108.0,-5.0,2.0,-78.0,51.0,7.0,2.0,7.0,1.0,0.0,1.0,10.0,0.0,10.0,15.0,0.0,15.0,2.0,1.0,2.0,-26.0,27.0,42.0,22.0,30.0,31.0,-13.0,110.0,26.0,8.0,109.0,25.0,2.0,-78.0,51.0,26.0,2.0,26.0,22.0,0.0,22.0,13.0,0.0,13.0,6.0,0.0,6.0,2.0,1.0,2.0,16
-5.0,71.0,10.0,3.0,71.0,9.0,10.0,110.0,-9.0,-15.0,108.0,-4.0,3.0,-79.0,50.0,9.0,2.0,9.0,3.0,1.0,3.0,8.0,0.0,8.0,15.0,0.0,15.0,1.0,1.0,1.0,-25.0,29.0,36.0,23.0,30.0,30.0,-13.0,110.0,25.0,7.0,109.0,26.0,3.0,-79.0,50.0,29.0,2.0,29.0,23.0,1.0,23.0,17.0,0.0,17.0,7.0,0.0,7.0,1.0,1.0,1.0,16
-7.0,69.0,18.0,4.0,70.0,10.0,9.0,110.0,-8.0,-15.0,108.0,-4.0,2.0,-78.0,52.0,7.0,0.0,7.0,4.0,0.0,4.0,9.0,0.0,9.0,15.0,0.0,15.0,2.0,1.0,2.0,-27.0,27.0,45.0,23.0,29.0,32.0,-15.0,110.0,26.0,7.0,109.0,26.0,2.0,-78.0,52.0,27.0,0.0,27.0,23.0,0.0,23.0,15.0,0.0,15.0,7.0,0.0,7.0,2.0,1.0,2.0,16
-3.0,69.0,14.0,4.0,70.0,8.0,10.0,110.0,-5.0,-14.0,108.0,-6.0,2.0,-79.0,52.0,7.0,0.0,7.0,4.0,2.0,4.0,8.0,0.0,8.0,14.0,1.0,14.0,2.0,1.0,2.0,-23.0,27.0,40.0,24.0,29.0,30.0,-13.0,110.0,28.0,8.0,109.0,25.0,2.0,-79.0,52.0,27.0,0.0,27.0,22.0,2.0,22.0,15.0,0.0,15.0,8.0,0.0,8.0,2.0,1.0,2.0,16
-5.0,69.0,17.0,4.0,68.0,16.0,9.0,110.0,-6.0,-14.0,109.0,-4.0,2.0,-78.0,54.0,5.0,1.0,5.0,4.0,1.0,4.0,9.0,0.0,9.0,14.0,0.0,14.0,2.0,0.0,2.0,-25.0,27.0,46.0,23.0,27.0,37.0,-14.0,110.0,28.0,8.0,109.0,26.0,2.0,-78.0,54.0,25.0,1.0,25.0,23.0,1.0,23.0,14.0,0.0,14.0,8.0,1.0,8.0,2.0,0.0,2.0,16
-3.0,70.0,16.0,4.0,67.0,23.0,12.0,110.0,-7.0,-13.0,109.0,1.0,2.0,-78.0,53.0,3.0,0.0,3.0,4.0,2.0,4.0,12.0,1.0,12.0,13.0,0.0,13.0,2.0,1.0,2.0,-23.0,28.0,45.0,24.0,26.0,43.0,-11.0,110.0,27.0,10.0,110.0,29.0,2.0,-78.0,53.0,23.0,0.0,23.0,22.0,2.0,22.0,11.0,0.0,11.0,10.0,0.0,10.0,2.0,1.0,2.0,16
