left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
-5.0,68.0,6.0,3.0,69.0,10.0,6.0,112.0,20.0,-9.0,109.0,7.0,-3.0,-70.0,40.0,7.0,1.0,7.0,3.0,0.0,3.0,6.0,0.0,6.0,9.0,0.0,9.0,3.0,1.0,3.0,-26.0,29.0,27.0,22.0,30.0,29.0,-16.0,111.0,50.0,10.0,109.0,37.0,-3.0,-70.0,40.0,26.0,1.0,26.0,22.0,1.0,22.0,16.0,0.0,16.0,10.0,0.0,10.0,3.0,1.0,3.0,11
-6.0,69.0,12.0,3.0,69.0,9.0,7.0,112.0,18.0,-9.0,109.0,9.0,-2.0,-71.0,42.0,6.0,1.0,6.0,3.0,0.0,3.0,7.0,0.0,7.0,9.0,0.0,9.0,2.0,0.0,2.0,-26.0,30.0,33.0,23.0,29.0,28.0,-14.0,111.0,49.0,12.0,109.0,38.0,-2.0,-71.0,42.0,26.0,1.0,26.0,23.0,0.0,23.0,16.0,0.0,16.0,12.0,0.0,12.0,2.0,0.0,2.0,11
-6.0,68.0,7.0,4.0,69.0,10.0,7.0,112.0,20.0,-8.0,109.0,6.0,-2.0,-71.0,41.0,6.0,0.0,6.0,4.0,1.0,4.0,5.0,0.0,5.0,8.0,1.0,8.0,2.0,2.0,2.0,-26.0,29.0,28.0,24.0,29.0,30.0,-15.0,111.0,50.0,12.0,109.0,36.0,-2.0,-71.0,41.0,26.0,1.0,26.0,24.0,1.0,24.0,17.0,1.0,17.0,12.0,1.0,12.0,2.0,2.0,2.0,11
-5.0,68.0,10.0,4.0,68.0,10.0,6.0,112.0,23.0,-8.0,110.0,5.0,-2.0,-69.0,38.0,5.0,1.0,5.0,4.0,1.0,4.0,6.0,0.0,6.0,8.0,1.0,8.0,2.0,1.0,2.0,-25.0,30.0,31.0,24.0,30.0,31.0,-16.0,112.0,50.0,12.0,110.0,37.0,-2.0,-69.0,38.0,25.0,1.0,25.0,24.0,1.0,24.0,16.0,1.0,16.0,12.0,1.0,12.0,2.0,1.0,2.0,11
-4.0,67.0,-3.0,5.0,69.0,12.0,7.0,112.0,20.0,-8.0,109.0,4.0,-2.0,-70.0,39.0,8.0,2.0,8.0,5.0,1.0,5.0,7.0,0.0,7.0,8.0,0.0,8.0,2.0,1.0,2.0,-25.0,29.0,18.0,24.0,29.0,30.0,-15.0,111.0,49.0,12.0,109.0,34.0,-2.0,-70.0,39.0,29.0,2.0,29.0,24.0,2.0,24.0,15.0,1.0,15.0,12.0,1.0,12.0,2.0,1.0,2.0,11
-6.0,69.0,2.0,6.0,70.0,12.0,8.0,112.0,19.0,-7.0,109.0,9.0,-2.0,-69.0,38.0,24.0,1.0,24.0,6.0,0.0,6.0,6.0,0.0,6.0,11.0,0.0,11.0,2.0,1.0,2.0,-27.0,31.0,23.0,25.0,31.0,30.0,-14.0,112.0,50.0,13.0,110.0,38.0,-2.0,-69.0,38.0,45.0,1.0,45.0,25.0,1.0,25.0,14.0,0.0,14.0,9.0,1.0,9.0,2.0,1.0,2.0,11
-15.0,68.0,11.0,14.0,70.0,14.0,7.0,112.0,20.0,-9.0,109.0,9.0,-2.0,-70.0,38.0,65.0,9.0,65.0,14.0,9.0,14.0,5.0,0.0,5.0,9.0,0.0,9.0,4.0,1.0,4.0,-36.0,30.0,32.0,33.0,30.0,33.0,-14.0,112.0,50.0,11.0,109.0,39.0,-2.0,-70.0,38.0,86.0,8.0,86.0,33.0,7.0,33.0,18.0,0.0,18.0,11.0,1.0,11.0,4.0,1.0,4.0,11
-40.0,59.0,17.0,35.0,61.0,15.0,6.0,112.0,16.0,-9.0,109.0,8.0,-3.0,-69.0,39.0,74.0,16.0,74.0,35.0,11.0,35.0,6.0,0.0,6.0,9.0,0.0,9.0,3.0,0.0,3.0,-61.0,22.0,37.0,54.0,23.0,33.0,-16.0,112.0,47.0,12.0,110.0,37.0,-3.0,-69.0,39.0,93.0,16.0,93.0,54.0,12.0,54.0,16.0,0.0,16.0,12.0,0.0,12.0,3.0,0.0,3.0,11
-57.0,43.0,23.0,50.0,50.0,25.0,6.0,112.0,17.0,-8.0,109.0,11.0,-2.0,-69.0,39.0,79.0,19.0,79.0,50.0,21.0,50.0,6.0,0.0,6.0,8.0,0.0,8.0,4.0,1.0,4.0,-77.0,6.0,40.0,69.0,11.0,43.0,-15.0,112.0,48.0,13.0,110.0,39.0,-2.0,-69.0,39.0,99.0,19.0,99.0,69.0,20.0,69.0,15.0,0.0,15.0,11.0,0.0,11.0,4.0,1.0,4.0,11
-68.0,24.0,33.0,62.0,29.0,35.0,7.0,112.0,16.0,-8.0,109.0,11.0,-3.0,-70.0,39.0,76.0,30.0,76.0,62.0,35.0,62.0,5.0,0.0,5.0,8.0,2.0,8.0,3.0,0.0,3.0,-88.0,-13.0,52.0,82.0,-9.0,53.0,-14.0,112.0,48.0,12.0,110.0,40.0,-3.0,-70.0,39.0,98.0,31.0,98.0,82.0,35.0,82.0,18.0,0.0,18.0,12.0,1.0,12.0,3.0,0.0,3.0,11
-72.0,-6.0,47.0,70.0,-6.0,44.0,6.0,112.0,21.0,-7.0,111.0,7.0,-3.0,-70.0,37.0,72.0,24.0,72.0,62.0,20.0,62.0,6.0,1.0,6.0,7.0,0.0,7.0,3.0,1.0,3.0,-93.0,-44.0,67.0,88.0,-44.0,65.0,-16.0,112.0,50.0,13.0,109.0,37.0,-3.0,-70.0,37.0,93.0,24.0,93.0,82.0,21.0,82.0,16.0,1.0,16.0,13.0,0.0,13.0,3.0,1.0,3.0,11
