left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
-4.0,70.0,5.0,3.0,70.0,1.0,-2.0,106.0,9.0,1.0,106.0,6.0,-1.0,-68.0,58.0,8.0,0.0,8.0,1.0,1.0,1.0,4.0,0.0,4.0,3.0,0.0,3.0,1.0,1.0,1.0,-24.0,33.0,32.0,20.0,33.0,31.0,-21.0,105.0,33.0,17.0,107.0,38.0,-1.0,-68.0,58.0,24.0,1.0,24.0,20.0,1.0,20.0,23.0,1.0,23.0,15.0,0.0,15.0,1.0,1.0,1.0,16
-6.0,70.0,7.0,1.0,71.0,-3.0,-3.0,106.0,13.0,-1.0,106.0,8.0,0.0,-67.0,61.0,8.0,1.0,8.0,1.0,1.0,1.0,15.0,1.0,15.0,5.0,1.0,5.0,0.0,0.0,0.0,-24.0,34.0,36.0,20.0,34.0,32.0,-22.0,106.0,39.0,16.0,107.0,40.0,0.0,-67.0,61.0,26.0,1.0,26.0,16.0,0.0,16.0,36.0,0.0,36.0,8.0,0.0,8.0,0.0,0.0,0.0,16
-7.0,69.0,9.0,0.0,70.0,-7.0,-9.0,107.0,25.0,-3.0,105.0,6.0,0.0,-67.0,66.0,15.0,1.0,15.0,2.0,1.0,2.0,19.0,1.0,19.0,9.0,0.0,9.0,0.0,1.0,0.0,-25.0,33.0,37.0,18.0,34.0,35.0,-29.0,106.0,48.0,12.0,107.0,41.0,0.0,-67.0,66.0,33.0,0.0,33.0,18.0,2.0,18.0,39.0,0.0,39.0,6.0,1.0,6.0,0.0,1.0,0.0,16
-11.0,68.0,15.0,-1.0,71.0,-8.0,-14.0,106.0,35.0,-6.0,105.0,2.0,0.0,-66.0,66.0,15.0,0.0,15.0,3.0,1.0,3.0,20.0,0.0,20.0,10.0,1.0,10.0,6.0,1.0,6.0,-29.0,33.0,41.0,18.0,36.0,36.0,-34.0,106.0,55.0,9.0,108.0,39.0,0.0,-66.0,66.0,33.0,0.0,33.0,12.0,1.0,12.0,42.0,0.0,42.0,1.0,0.0,1.0,6.0,1.0,6.0,16
-13.0,68.0,13.0,-2.0,72.0,-6.0,-17.0,106.0,37.0,-8.0,104.0,-2.0,-3.0,-65.0,67.0,13.0,2.0,13.0,8.0,1.0,8.0,25.0,1.0,25.0,14.0,0.0,14.0,3.0,1.0,3.0,-31.0,33.0,35.0,15.0,37.0,39.0,-38.0,106.0,54.0,5.0,108.0,36.0,-3.0,-65.0,67.0,31.0,2.0,31.0,9.0,0.0,9.0,46.0,1.0,46.0,1.0,0.0,1.0,3.0,1.0,3.0,16
-11.0,66.0,15.0,-5.0,71.0,-6.0,-21.0,105.0,46.0,-11.0,104.0,-4.0,-2.0,-64.0,68.0,15.0,1.0,15.0,5.0,1.0,5.0,25.0,0.0,25.0,11.0,0.0,11.0,4.0,1.0,4.0,-30.0,31.0,35.0,12.0,37.0,40.0,-42.0,105.0,61.0,2.0,108.0,35.0,-2.0,-64.0,68.0,34.0,1.0,34.0,12.0,0.0,12.0,46.0,0.0,46.0,0.0,0.0,0.0,4.0,1.0,4.0,16
-13.0,65.0,7.0,-4.0,72.0,-2.0,-23.0,105.0,49.0,-11.0,104.0,-5.0,-3.0,-65.0,66.0,13.0,0.0,13.0,6.0,2.0,6.0,23.0,0.0,23.0,13.0,0.0,13.0,3.0,0.0,3.0,-32.0,30.0,26.0,12.0,37.0,44.0,-44.0,105.0,63.0,1.0,108.0,35.0,-3.0,-65.0,66.0,32.0,0.0,32.0,10.0,2.0,10.0,44.0,0.0,44.0,1.0,0.0,1.0,3.0,0.0,3.0,16
-10.0,65.0,2.0,-5.0,70.0,3.0,-23.0,105.0,50.0,-12.0,104.0,-6.0,-2.0,-65.0,67.0,10.0,1.0,10.0,7.0,1.0,7.0,23.0,0.0,23.0,12.0,0.0,12.0,2.0,0.0,2.0,-29.0,30.0,22.0,11.0,35.0,48.0,-44.0,105.0,64.0,1.0,108.0,34.0,-2.0,-65.0,67.0,29.0,1.0,29.0,11.0,1.0,11.0,44.0,0.0,44.0,1.0,0.0,1.0,2.0,0.0,2.0,16
-10.0,64.0,-8.0,-6.0,69.0,6.0,-22.0,105.0,51.0,-12.0,104.0,-2.0,-2.0,-65.0,66.0,10.0,1.0,10.0,6.0,0.0,6.0,22.0,0.0,22.0,12.0,0.0,12.0,4.0,0.0,4.0,-29.0,29.0,11.0,11.0,34.0,49.0,-43.0,105.0,66.0,1.0,108.0,37.0,-2.0,-65.0,66.0,29.0,0.0,29.0,11.0,0.0,11.0,43.0,0.0,43.0,1.0,0.0,1.0,4.0,0.0,4.0,16
-9.0,65.0,-3.0,-5.0,69.0,9.0,-22.0,105.0,49.0,-12.0,104.0,-4.0,-3.0,-65.0,63.0,11.0,1.0,11.0,5.0,0.0,5.0,22.0,0.0,22.0,12.0,1.0,12.0,3.0,0.0,3.0,-28.0,29.0,17.0,12.0,34.0,50.0,-43.0,105.0,64.0,1.0,108.0,35.0,-3.0,-65.0,63.0,28.0,1.0,28.0,12.0,0.0,12.0,43.0,0.0,43.0,1.0,0.0,1.0,3.0,0.0,3.0,16
