left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
14.0,55.0,37.0,-17.0,-7.0,60.0,39.0,94.0,-14.0,-37.0,96.0,24.0,5.0,-76.0,83.0,12.0,0.0,12.0,17.0,1.0,17.0,39.0,0.0,39.0,37.0,1.0,37.0,5.0,0.0,5.0,-1.0,12.0,84.0,6.0,-49.0,76.0,29.0,89.0,44.0,-17.0,93.0,60.0,5.0,-76.0,83.0,3.0,0.0,3.0,6.0,1.0,6.0,27.0,0.0,27.0,19.0,0.0,19.0,5.0,0.0,5.0,7
13.0,55.0,37.0,-17.0,-6.0,65.0,39.0,94.0,-16.0,-37.0,97.0,23.0,5.0,-76.0,83.0,9.0,2.0,9.0,17.0,1.0,17.0,37.0,1.0,37.0,39.0,0.0,39.0,5.0,1.0,5.0,-2.0,12.0,81.0,6.0,-48.0,78.0,28.0,89.0,42.0,-18.0,93.0,58.0,5.0,-76.0,83.0,4.0,3.0,4.0,6.0,0.0,6.0,28.0,2.0,28.0,18.0,1.0,18.0,5.0,1.0,5.0,7
11.0,57.0,34.0,-16.0,-7.0,61.0,38.0,95.0,-14.0,-38.0,97.0,26.0,5.0,-75.0,85.0,9.0,2.0,9.0,16.0,3.0,16.0,38.0,0.0,38.0,38.0,1.0,38.0,5.0,1.0,5.0,-3.0,15.0,80.0,7.0,-48.0,75.0,28.0,91.0,45.0,-18.0,94.0,60.0,5.0,-75.0,85.0,5.0,2.0,5.0,7.0,2.0,7.0,28.0,0.0,28.0,18.0,1.0,18.0,5.0,1.0,5.0,7
10.0,59.0,28.0,-14.0,-10.0,58.0,38.0,95.0,-19.0,-36.0,98.0,25.0,6.0,-76.0,81.0,10.0,1.0,10.0,18.0,2.0,18.0,38.0,0.0,38.0,36.0,0.0,36.0,6.0,1.0,6.0,-4.0,17.0,77.0,10.0,-50.0,72.0,29.0,91.0,41.0,-16.0,95.0,58.0,6.0,-76.0,81.0,4.0,1.0,4.0,8.0,2.0,8.0,29.0,0.0,29.0,16.0,0.0,16.0,6.0,1.0,6.0,7
10.0,58.0,32.0,-16.0,-8.0,61.0,38.0,95.0,-16.0,-36.0,98.0,25.0,7.0,-75.0,83.0,10.0,2.0,10.0,18.0,0.0,18.0,38.0,0.0,38.0,38.0,1.0,38.0,7.0,1.0,7.0,-3.0,16.0,79.0,9.0,-48.0,75.0,29.0,91.0,43.0,-16.0,95.0,58.0,7.0,-75.0,83.0,3.0,3.0,3.0,7.0,1.0,7.0,29.0,1.0,29.0,16.0,1.0,16.0,7.0,1.0,7.0,7
15.0,56.0,33.0,-17.0,-8.0,63.0,38.0,95.0,-17.0,-37.0,97.0,25.0,7.0,-76.0,87.0,11.0,1.0,11.0,17.0,0.0,17.0,36.0,0.0,36.0,41.0,1.0,41.0,1.0,0.0,1.0,2.0,13.0,82.0,8.0,-49.0,77.0,29.0,90.0,42.0,-16.0,94.0,58.0,7.0,-76.0,87.0,6.0,1.0,6.0,6.0,0.0,6.0,27.0,0.0,27.0,22.0,1.0,22.0,1.0,0.0,1.0,7
13.0,57.0,31.0,-16.0,-8.0,61.0,37.0,95.0,-17.0,-39.0,96.0,23.0,4.0,-76.0,85.0,11.0,1.0,11.0,18.0,1.0,18.0,35.0,2.0,35.0,45.0,1.0,45.0,4.0,3.0,4.0,-2.0,14.0,79.0,7.0,-49.0,77.0,28.0,90.0,41.0,-19.0,93.0,57.0,4.0,-76.0,85.0,2.0,4.0,2.0,7.0,4.0,7.0,26.0,6.0,26.0,23.0,3.0,23.0,4.0,3.0,4.0,7
12.0,58.0,29.0,-17.0,-9.0,59.0,36.0,97.0,-11.0,-42.0,95.0,21.0,4.0,-73.0,85.0,2.0,4.0,2.0,17.0,38.0,17.0,36.0,1.0,36.0,44.0,0.0,44.0,4.0,3.0,4.0,-2.0,18.0,79.0,7.0,-45.0,77.0,27.0,96.0,49.0,-21.0,96.0,57.0,4.0,-73.0,85.0,26.0,5.0,26.0,7.0,33.0,7.0,17.0,0.0,17.0,33.0,1.0,33.0,4.0,3.0,4.0,7
7.0,62.0,23.0,26.0,29.0,111.0,37.0,96.0,5.0,-43.0,95.0,15.0,0.0,-76.0,83.0,7.0,0.0,7.0,26.0,39.0,26.0,37.0,3.0,37.0,43.0,3.0,43.0,0.0,2.0,0.0,-14.0,23.0,81.0,45.0,-12.0,157.0,22.0,96.0,60.0,-27.0,95.0,62.0,0.0,-76.0,83.0,14.0,1.0,14.0,45.0,37.0,45.0,22.0,2.0,22.0,27.0,2.0,27.0,0.0,2.0,0.0,7
11.0,62.0,27.0,32.0,-10.0,130.0,40.0,93.0,-3.0,-39.0,98.0,30.0,3.0,-74.0,76.0,9.0,1.0,9.0,30.0,22.0,30.0,40.0,1.0,40.0,39.0,1.0,39.0,3.0,1.0,3.0,-9.0,22.0,82.0,52.0,-49.0,163.0,28.0,94.0,55.0,-20.0,97.0,72.0,3.0,-74.0,76.0,9.0,0.0,9.0,50.0,21.0,50.0,28.0,2.0,28.0,20.0,1.0,20.0,3.0,1.0,3.0,7
