left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
-7.0,62.0,3.0,15.0,63.0,14.0,1.0,92.0,1.0,-6.0,93.0,-5.0,-3.0,-65.0,38.0,9.0,0.0,9.0,15.0,0.0,15.0,1.0,1.0,1.0,8.0,0.0,8.0,3.0,0.0,3.0,-24.0,26.0,18.0,28.0,26.0,33.0,-18.0,93.0,25.0,10.0,94.0,25.0,-3.0,-65.0,38.0,26.0,0.0,26.0,28.0,0.0,28.0,20.0,1.0,20.0,8.0,0.0,8.0,3.0,0.0,3.0,1
-8.0,62.0,5.0,15.0,63.0,11.0,0.0,93.0,3.0,-7.0,93.0,-8.0,-3.0,-65.0,39.0,8.0,0.0,8.0,15.0,0.0,15.0,0.0,0.0,0.0,7.0,0.0,7.0,3.0,1.0,3.0,-25.0,26.0,18.0,28.0,26.0,30.0,-19.0,94.0,25.0,9.0,94.0,25.0,-3.0,-65.0,39.0,25.0,0.0,25.0,28.0,0.0,28.0,19.0,0.0,19.0,9.0,0.0,9.0,3.0,1.0,3.0,1
-7.0,62.0,3.0,15.0,63.0,7.0,1.0,93.0,-1.0,-6.0,93.0,-7.0,-2.0,-66.0,36.0,7.0,1.0,7.0,15.0,0.0,15.0,1.0,0.0,1.0,6.0,0.0,6.0,4.0,1.0,4.0,-24.0,26.0,19.0,28.0,26.0,27.0,-18.0,94.0,24.0,10.0,94.0,24.0,-2.0,-66.0,36.0,26.0,1.0,26.0,28.0,0.0,28.0,18.0,0.0,18.0,10.0,0.0,10.0,4.0,1.0,4.0,1
-7.0,63.0,5.0,16.0,63.0,8.0,1.0,93.0,1.0,-6.0,93.0,-6.0,-3.0,-65.0,37.0,7.0,0.0,7.0,16.0,2.0,16.0,1.0,1.0,1.0,6.0,0.0,6.0,3.0,0.0,3.0,-25.0,27.0,19.0,28.0,26.0,28.0,-18.0,94.0,25.0,10.0,94.0,25.0,-3.0,-65.0,37.0,25.0,0.0,25.0,28.0,2.0,28.0,18.0,1.0,18.0,10.0,0.0,10.0,3.0,0.0,3.0,1
-7.0,63.0,5.0,18.0,61.0,19.0,1.0,92.0,2.0,-6.0,93.0,-6.0,-3.0,-65.0,36.0,7.0,0.0,7.0,18.0,0.0,18.0,3.0,0.0,3.0,8.0,0.0,8.0,5.0,0.0,5.0,-25.0,27.0,20.0,30.0,24.0,38.0,-18.0,93.0,25.0,10.0,94.0,26.0,-3.0,-65.0,36.0,25.0,0.0,25.0,30.0,0.0,30.0,22.0,0.0,22.0,8.0,0.0,8.0,5.0,0.0,5.0,1
-6.0,63.0,7.0,20.0,61.0,24.0,-1.0,92.0,2.0,-7.0,93.0,-5.0,-4.0,-65.0,36.0,6.0,0.0,6.0,20.0,5.0,20.0,1.0,0.0,1.0,7.0,0.0,7.0,4.0,1.0,4.0,-25.0,27.0,21.0,31.0,24.0,43.0,-20.0,93.0,25.0,9.0,94.0,26.0,-4.0,-65.0,36.0,25.0,0.0,25.0,31.0,6.0,31.0,20.0,0.0,20.0,9.0,0.0,9.0,4.0,1.0,4.0,1
-6.0,63.0,7.0,28.0,56.0,41.0,0.0,92.0,0.0,-7.0,93.0,-7.0,-4.0,-66.0,36.0,6.0,0.0,6.0,28.0,10.0,28.0,0.0,0.0,0.0,7.0,0.0,7.0,4.0,0.0,4.0,-25.0,27.0,22.0,39.0,18.0,58.0,-19.0,93.0,25.0,9.0,94.0,24.0,-4.0,-66.0,36.0,25.0,0.0,25.0,39.0,10.0,39.0,19.0,0.0,19.0,9.0,0.0,9.0,4.0,0.0,4.0,1
-5.0,63.0,6.0,37.0,46.0,61.0,1.0,92.0,-3.0,-6.0,93.0,-3.0,-4.0,-66.0,34.0,5.0,0.0,5.0,37.0,12.0,37.0,1.0,0.0,1.0,6.0,1.0,6.0,6.0,0.0,6.0,-24.0,27.0,21.0,48.0,8.0,77.0,-17.0,93.0,24.0,11.0,94.0,25.0,-4.0,-66.0,34.0,24.0,0.0,24.0,48.0,13.0,48.0,17.0,0.0,17.0,11.0,0.0,11.0,6.0,0.0,6.0,1
-5.0,63.0,9.0,45.0,34.0,75.0,2.0,92.0,-4.0,-6.0,94.0,-2.0,-5.0,-66.0,33.0,7.0,0.0,7.0,45.0,14.0,45.0,0.0,1.0,0.0,6.0,0.0,6.0,5.0,0.0,5.0,-24.0,27.0,24.0,56.0,-5.0,88.0,-16.0,93.0,24.0,11.0,94.0,24.0,-5.0,-66.0,33.0,24.0,0.0,24.0,56.0,14.0,56.0,16.0,0.0,16.0,11.0,0.0,11.0,5.0,0.0,5.0,1
-6.0,63.0,9.0,49.0,20.0,82.0,1.0,93.0,-4.0,-6.0,94.0,2.0,-4.0,-66.0,33.0,8.0,0.0,8.0,49.0,14.0,49.0,1.0,1.0,1.0,6.0,0.0,6.0,6.0,0.0,6.0,-24.0,27.0,26.0,61.0,-19.0,95.0,-16.0,93.0,25.0,12.0,94.0,27.0,-4.0,-66.0,33.0,26.0,1.0,26.0,61.0,14.0,61.0,18.0,1.0,18.0,10.0,0.0,10.0,6.0,0.0,6.0,1
