left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
-7.0,68.0,-18.0,6.0,69.0,5.0,11.0,108.0,-4.0,-5.0,111.0,-1.0,-1.0,-75.0,40.0,7.0,0.0,7.0,4.0,0.0,4.0,11.0,0.0,11.0,5.0,0.0,5.0,1.0,0.0,1.0,-24.0,29.0,-2.0,25.0,29.0,21.0,-11.0,110.0,26.0,16.0,111.0,24.0,-1.0,-75.0,40.0,24.0,1.0,24.0,25.0,1.0,25.0,11.0,0.0,11.0,16.0,0.0,16.0,1.0,0.0,1.0,16
-6.0,68.0,-22.0,5.0,69.0,14.0,11.0,108.0,-4.0,-5.0,111.0,2.0,0.0,-75.0,41.0,6.0,1.0,6.0,3.0,1.0,3.0,7.0,1.0,7.0,9.0,1.0,9.0,0.0,0.0,0.0,-22.0,28.0,-4.0,25.0,30.0,30.0,-10.0,110.0,27.0,16.0,111.0,27.0,0.0,-75.0,41.0,24.0,1.0,24.0,19.0,1.0,19.0,18.0,0.0,18.0,8.0,0.0,8.0,0.0,0.0,0.0,16
-5.0,69.0,-16.0,4.0,70.0,22.0,9.0,109.0,0.0,-7.0,110.0,-4.0,0.0,-75.0,39.0,9.0,3.0,9.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,1.0,7.0,0.0,0.0,0.0,-23.0,29.0,1.0,22.0,31.0,37.0,-14.0,110.0,26.0,12.0,111.0,25.0,0.0,-75.0,39.0,27.0,2.0,27.0,18.0,1.0,18.0,14.0,1.0,14.0,12.0,0.0,12.0,0.0,0.0,0.0,16
-7.0,66.0,-19.0,2.0,70.0,27.0,8.0,109.0,0.0,-7.0,111.0,-2.0,0.0,-75.0,40.0,7.0,2.0,7.0,0.0,0.0,0.0,8.0,1.0,8.0,7.0,1.0,7.0,0.0,0.0,0.0,-25.0,27.0,-2.0,20.0,30.0,42.0,-14.0,109.0,27.0,13.0,111.0,27.0,0.0,-75.0,40.0,25.0,2.0,25.0,20.0,1.0,20.0,14.0,1.0,14.0,13.0,0.0,13.0,0.0,0.0,0.0,16
-6.0,68.0,-6.0,1.0,70.0,24.0,8.0,110.0,-1.0,-7.0,110.0,-2.0,1.0,-75.0,40.0,6.0,1.0,6.0,1.0,0.0,1.0,8.0,1.0,8.0,9.0,1.0,9.0,1.0,0.0,1.0,-23.0,29.0,12.0,20.0,31.0,40.0,-14.0,110.0,27.0,13.0,111.0,26.0,1.0,-75.0,40.0,25.0,1.0,25.0,20.0,1.0,20.0,16.0,0.0,16.0,11.0,1.0,11.0,1.0,0.0,1.0,16
-6.0,69.0,1.0,2.0,70.0,22.0,8.0,109.0,0.0,-8.0,111.0,-4.0,1.0,-75.0,41.0,8.0,0.0,8.0,2.0,1.0,2.0,6.0,1.0,6.0,8.0,0.0,8.0,1.0,0.0,1.0,-24.0,30.0,19.0,20.0,32.0,38.0,-15.0,110.0,27.0,12.0,112.0,24.0,1.0,-75.0,41.0,24.0,0.0,24.0,20.0,0.0,20.0,15.0,1.0,15.0,12.0,0.0,12.0,1.0,0.0,1.0,16
-7.0,69.0,13.0,3.0,71.0,17.0,7.0,110.0,-1.0,-8.0,111.0,-3.0,2.0,-75.0,42.0,7.0,0.0,7.0,1.0,1.0,1.0,5.0,1.0,5.0,10.0,0.0,10.0,0.0,1.0,0.0,-24.0,30.0,28.0,22.0,32.0,37.0,-15.0,111.0,28.0,12.0,112.0,25.0,2.0,-75.0,42.0,24.0,1.0,24.0,18.0,1.0,18.0,19.0,1.0,19.0,8.0,0.0,8.0,0.0,1.0,0.0,16
-6.0,69.0,13.0,2.0,70.0,16.0,6.0,111.0,4.0,-9.0,111.0,-4.0,1.0,-76.0,42.0,12.0,1.0,12.0,0.0,0.0,0.0,2.0,2.0,2.0,13.0,0.0,13.0,1.0,1.0,1.0,-24.0,29.0,28.0,20.0,31.0,39.0,-17.0,112.0,29.0,10.0,112.0,26.0,1.0,-76.0,42.0,28.0,0.0,28.0,20.0,0.0,20.0,19.0,1.0,19.0,8.0,0.0,8.0,1.0,1.0,1.0,16
-9.0,68.0,5.0,1.0,70.0,13.0,4.0,113.0,10.0,-11.0,111.0,-3.0,2.0,-75.0,45.0,17.0,2.0,17.0,3.0,0.0,3.0,0.0,1.0,0.0,11.0,1.0,11.0,0.0,1.0,0.0,-26.0,29.0,24.0,20.0,31.0,39.0,-18.0,113.0,34.0,9.0,112.0,27.0,2.0,-75.0,45.0,34.0,1.0,34.0,16.0,0.0,16.0,24.0,1.0,24.0,7.0,1.0,7.0,0.0,1.0,0.0,16
-13.0,66.0,8.0,-1.0,70.0,14.0,2.0,114.0,17.0,-11.0,110.0,-2.0,1.0,-74.0,49.0,13.0,3.0,13.0,7.0,2.0,7.0,4.0,0.0,4.0,13.0,1.0,13.0,3.0,1.0,3.0,-30.0,28.0,28.0,18.0,31.0,45.0,-21.0,114.0,41.0,8.0,113.0,29.0,1.0,-74.0,49.0,30.0,4.0,30.0,10.0,3.0,10.0,27.0,0.0,27.0,4.0,0.0,4.0,3.0,1.0,3.0,16
