left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
-4.0,65.0,19.0,7.0,66.0,5.0,7.0,103.0,7.0,-12.0,104.0,-1.0,-1.0,-68.0,45.0,6.0,0.0,6.0,1.0,1.0,1.0,7.0,0.0,7.0,12.0,0.0,12.0,1.0,1.0,1.0,-25.0,28.0,45.0,23.0,27.0,39.0,-17.0,102.0,36.0,7.0,103.0,41.0,-1.0,-68.0,45.0,27.0,1.0,27.0,15.0,0.0,15.0,17.0,0.0,17.0,7.0,0.0,7.0,1.0,1.0,1.0,7
-5.0,65.0,18.0,3.0,65.0,6.0,7.0,103.0,9.0,-11.0,104.0,-1.0,-1.0,-69.0,50.0,7.0,1.0,7.0,3.0,1.0,3.0,7.0,0.0,7.0,11.0,0.0,11.0,1.0,1.0,1.0,-26.0,27.0,46.0,19.0,27.0,40.0,-17.0,102.0,37.0,7.0,103.0,41.0,-1.0,-69.0,50.0,26.0,1.0,26.0,19.0,1.0,19.0,17.0,0.0,17.0,7.0,0.0,7.0,1.0,1.0,1.0,7
-6.0,66.0,17.0,3.0,66.0,9.0,8.0,103.0,7.0,-11.0,104.0,5.0,0.0,-68.0,46.0,6.0,0.0,6.0,3.0,0.0,3.0,8.0,0.0,8.0,11.0,0.0,11.0,0.0,0.0,0.0,-26.0,28.0,47.0,20.0,28.0,42.0,-15.0,102.0,40.0,9.0,103.0,42.0,0.0,-68.0,46.0,26.0,0.0,26.0,20.0,0.0,20.0,15.0,0.0,15.0,9.0,0.0,9.0,0.0,0.0,0.0,7
-5.0,66.0,14.0,3.0,66.0,13.0,9.0,103.0,6.0,-10.0,104.0,4.0,1.0,-68.0,46.0,7.0,0.0,7.0,1.0,0.0,1.0,9.0,0.0,9.0,10.0,0.0,10.0,1.0,1.0,1.0,-24.0,28.0,43.0,21.0,28.0,45.0,-13.0,102.0,40.0,11.0,103.0,41.0,1.0,-68.0,46.0,26.0,0.0,26.0,19.0,1.0,19.0,13.0,0.0,13.0,11.0,0.0,11.0,1.0,1.0,1.0,7
-6.0,66.0,15.0,1.0,66.0,11.0,9.0,103.0,4.0,-9.0,104.0,4.0,1.0,-67.0,44.0,6.0,1.0,6.0,1.0,1.0,1.0,7.0,0.0,7.0,11.0,1.0,11.0,1.0,1.0,1.0,-25.0,28.0,46.0,20.0,29.0,45.0,-13.0,102.0,38.0,11.0,103.0,42.0,1.0,-67.0,44.0,25.0,0.0,25.0,20.0,0.0,20.0,17.0,0.0,17.0,7.0,0.0,7.0,1.0,1.0,1.0,7
-5.0,65.0,18.0,4.0,67.0,14.0,8.0,103.0,5.0,-10.0,103.0,0.0,0.0,-68.0,43.0,5.0,1.0,5.0,4.0,1.0,4.0,8.0,0.0,8.0,10.0,0.0,10.0,0.0,0.0,0.0,-25.0,28.0,46.0,21.0,29.0,47.0,-15.0,102.0,36.0,9.0,103.0,41.0,0.0,-68.0,43.0,25.0,1.0,25.0,21.0,1.0,21.0,15.0,0.0,15.0,9.0,0.0,9.0,0.0,0.0,0.0,7
-5.0,66.0,22.0,5.0,66.0,25.0,8.0,103.0,6.0,-10.0,103.0,0.0,0.0,-68.0,45.0,5.0,0.0,5.0,5.0,18.0,5.0,8.0,0.0,8.0,12.0,1.0,12.0,2.0,3.0,2.0,-25.0,29.0,48.0,22.0,28.0,58.0,-15.0,102.0,37.0,9.0,103.0,41.0,0.0,-68.0,45.0,25.0,0.0,25.0,22.0,18.0,22.0,15.0,0.0,15.0,9.0,0.0,9.0,2.0,3.0,2.0,7
-3.0,66.0,22.0,13.0,48.0,77.0,8.0,103.0,4.0,-11.0,104.0,3.0,-1.0,-65.0,46.0,3.0,1.0,3.0,13.0,34.0,13.0,8.0,0.0,8.0,11.0,0.0,11.0,5.0,2.0,5.0,-24.0,29.0,49.0,30.0,10.0,109.0,-15.0,102.0,37.0,9.0,103.0,42.0,-1.0,-65.0,46.0,24.0,1.0,24.0,30.0,34.0,30.0,15.0,1.0,15.0,9.0,0.0,9.0,5.0,2.0,5.0,7
-3.0,65.0,17.0,16.0,14.0,99.0,9.0,103.0,5.0,-10.0,104.0,6.0,-3.0,-67.0,45.0,3.0,0.0,3.0,16.0,29.0,16.0,9.0,1.0,9.0,10.0,0.0,10.0,3.0,1.0,3.0,-24.0,28.0,45.0,32.0,-24.0,129.0,-14.0,103.0,41.0,10.0,103.0,42.0,-3.0,-67.0,45.0,24.0,0.0,24.0,32.0,30.0,32.0,14.0,1.0,14.0,10.0,0.0,10.0,3.0,1.0,3.0,7
-3.0,65.0,16.0,16.0,-15.0,101.0,10.0,102.0,-1.0,-9.0,104.0,11.0,-2.0,-68.0,43.0,3.0,0.0,3.0,2.0,21.0,2.0,4.0,1.0,4.0,15.0,1.0,15.0,6.0,1.0,6.0,-23.0,28.0,48.0,33.0,-54.0,127.0,-12.0,102.0,37.0,12.0,103.0,43.0,-2.0,-68.0,43.0,27.0,0.0,27.0,17.0,21.0,17.0,20.0,0.0,20.0,4.0,0.0,4.0,6.0,1.0,6.0,7
