left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
-5.0,68.0,34.0,2.0,75.0,-7.0,-15.0,115.0,34.0,-17.0,121.0,-22.0,-12.0,-69.0,34.0,9.0,3.0,9.0,2.0,0.0,2.0,19.0,0.0,19.0,17.0,1.0,17.0,14.0,2.0,14.0,-29.0,40.0,9.0,12.0,38.0,31.0,-39.0,116.0,34.0,-12.0,118.0,30.0,-12.0,-69.0,34.0,29.0,2.0,29.0,12.0,2.0,12.0,41.0,1.0,41.0,12.0,1.0,12.0,14.0,2.0,14.0,12
-7.0,65.0,42.0,3.0,75.0,1.0,-17.0,115.0,31.0,-14.0,120.0,-29.0,-13.0,-67.0,35.0,15.0,2.0,15.0,3.0,0.0,3.0,17.0,1.0,17.0,14.0,0.0,14.0,17.0,1.0,17.0,-29.0,38.0,7.0,12.0,36.0,33.0,-40.0,115.0,26.0,-11.0,117.0,24.0,-13.0,-67.0,35.0,39.0,3.0,39.0,10.0,1.0,10.0,40.0,0.0,40.0,11.0,0.0,11.0,17.0,1.0,17.0,12
-11.0,67.0,28.0,3.0,75.0,0.0,-15.0,116.0,30.0,-12.0,120.0,-27.0,-15.0,-66.0,37.0,11.0,2.0,11.0,3.0,1.0,3.0,15.0,0.0,15.0,12.0,0.0,12.0,15.0,1.0,15.0,-34.0,41.0,-8.0,11.0,35.0,32.0,-38.0,115.0,24.0,-10.0,117.0,26.0,-15.0,-66.0,37.0,34.0,3.0,34.0,11.0,1.0,11.0,38.0,0.0,38.0,10.0,1.0,10.0,15.0,1.0,15.0,12
-6.0,65.0,43.0,5.0,74.0,-1.0,-13.0,116.0,32.0,-12.0,120.0,-24.0,-14.0,-67.0,40.0,12.0,4.0,12.0,3.0,0.0,3.0,13.0,0.0,13.0,12.0,0.0,12.0,14.0,0.0,14.0,-29.0,38.0,10.0,13.0,34.0,32.0,-36.0,115.0,27.0,-9.0,116.0,29.0,-14.0,-67.0,40.0,37.0,3.0,37.0,13.0,0.0,13.0,36.0,0.0,36.0,9.0,1.0,9.0,14.0,0.0,14.0,12
-9.0,69.0,31.0,4.0,74.0,-1.0,-11.0,116.0,32.0,-12.0,120.0,-20.0,-13.0,-67.0,43.0,9.0,1.0,9.0,4.0,1.0,4.0,11.0,0.0,11.0,12.0,1.0,12.0,15.0,1.0,15.0,-33.0,41.0,0.0,13.0,34.0,33.0,-34.0,115.0,29.0,-8.0,115.0,32.0,-13.0,-67.0,43.0,33.0,1.0,33.0,13.0,1.0,13.0,34.0,0.0,34.0,8.0,1.0,8.0,15.0,1.0,15.0,12
-6.0,70.0,31.0,5.0,75.0,-2.0,-10.0,116.0,33.0,-10.0,121.0,-16.0,-14.0,-68.0,44.0,6.0,0.0,6.0,5.0,0.0,5.0,10.0,1.0,10.0,10.0,0.0,10.0,14.0,0.0,14.0,-31.0,42.0,4.0,14.0,35.0,32.0,-33.0,115.0,32.0,-5.0,116.0,35.0,-14.0,-68.0,44.0,31.0,0.0,31.0,14.0,0.0,14.0,33.0,1.0,33.0,5.0,0.0,5.0,14.0,0.0,14.0,12
-3.0,70.0,34.0,6.0,75.0,-2.0,-8.0,117.0,33.0,-9.0,121.0,-14.0,-13.0,-68.0,46.0,9.0,1.0,9.0,6.0,0.0,6.0,8.0,1.0,8.0,11.0,0.0,11.0,13.0,1.0,13.0,-28.0,42.0,9.0,15.0,35.0,33.0,-31.0,116.0,34.0,-4.0,116.0,36.0,-13.0,-68.0,46.0,34.0,0.0,34.0,15.0,0.0,15.0,31.0,0.0,31.0,6.0,1.0,6.0,13.0,1.0,13.0,12
-6.0,69.0,35.0,7.0,75.0,-3.0,-8.0,116.0,33.0,-10.0,121.0,-14.0,-13.0,-67.0,47.0,6.0,1.0,6.0,7.0,1.0,7.0,8.0,1.0,8.0,10.0,0.0,10.0,13.0,0.0,13.0,-31.0,42.0,8.0,15.0,35.0,31.0,-31.0,116.0,33.0,-5.0,115.0,37.0,-13.0,-67.0,47.0,31.0,0.0,31.0,15.0,0.0,15.0,31.0,1.0,31.0,5.0,1.0,5.0,13.0,0.0,13.0,12
-3.0,70.0,38.0,8.0,74.0,0.0,-7.0,117.0,33.0,-9.0,121.0,-4.0,-12.0,-67.0,48.0,3.0,4.0,3.0,8.0,2.0,8.0,7.0,1.0,7.0,9.0,0.0,9.0,12.0,3.0,12.0,-30.0,42.0,17.0,17.0,35.0,32.0,-30.0,117.0,37.0,-2.0,116.0,46.0,-12.0,-67.0,48.0,30.0,2.0,30.0,17.0,1.0,17.0,30.0,2.0,30.0,2.0,1.0,2.0,12.0,3.0,12.0,12
7.0,66.0,57.0,13.0,72.0,7.0,-5.0,118.0,33.0,-7.0,121.0,4.0,-10.0,-64.0,47.0,7.0,1.0,7.0,13.0,8.0,13.0,5.0,2.0,5.0,7.0,1.0,7.0,10.0,1.0,10.0,-21.0,40.0,37.0,21.0,34.0,35.0,-28.0,119.0,40.0,1.0,117.0,54.0,-10.0,-64.0,47.0,21.0,2.0,21.0,21.0,8.0,21.0,28.0,2.0,28.0,1.0,1.0,1.0,10.0,1.0,10.0,12
