left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
-2.0,69.0,36.0,-1.0,73.0,-1.0,-3.0,118.0,23.0,-17.0,118.0,11.0,-6.0,-69.0,43.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,3.0,23.0,0.0,23.0,8.0,0.0,8.0,-26.0,38.0,30.0,16.0,37.0,32.0,-25.0,115.0,39.0,-4.0,114.0,56.0,-6.0,-69.0,43.0,28.0,0.0,28.0,14.0,0.0,14.0,25.0,0.0,25.0,12.0,0.0,12.0,8.0,0.0,8.0,2
-2.0,69.0,36.0,-1.0,73.0,2.0,-2.0,118.0,23.0,-20.0,118.0,11.0,-7.0,-69.0,43.0,4.0,0.0,4.0,1.0,0.0,1.0,4.0,0.0,4.0,20.0,0.0,20.0,7.0,0.0,7.0,-27.0,38.0,30.0,15.0,37.0,34.0,-25.0,115.0,39.0,-8.0,114.0,56.0,-7.0,-69.0,43.0,27.0,0.0,27.0,15.0,0.0,15.0,27.0,0.0,27.0,8.0,0.0,8.0,7.0,0.0,7.0,2
-3.0,69.0,36.0,-1.0,73.0,2.0,-3.0,118.0,21.0,-19.0,118.0,12.0,-7.0,-69.0,44.0,3.0,0.0,3.0,1.0,0.0,1.0,5.0,0.0,5.0,27.0,1.0,27.0,7.0,1.0,7.0,-27.0,38.0,30.0,15.0,37.0,34.0,-26.0,115.0,37.0,-7.0,114.0,57.0,-7.0,-69.0,44.0,27.0,0.0,27.0,15.0,0.0,15.0,26.0,0.0,26.0,15.0,1.0,15.0,7.0,1.0,7.0,2
-2.0,69.0,37.0,-1.0,73.0,2.0,-4.0,118.0,20.0,-23.0,117.0,12.0,-7.0,-68.0,43.0,4.0,0.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,23.0,3.0,23.0,7.0,1.0,7.0,-27.0,38.0,30.0,15.0,37.0,33.0,-26.0,115.0,35.0,-11.0,113.0,57.0,-7.0,-68.0,43.0,27.0,2.0,27.0,15.0,0.0,15.0,26.0,0.0,26.0,11.0,0.0,11.0,7.0,1.0,7.0,2
-3.0,69.0,38.0,0.0,72.0,2.0,-1.0,115.0,23.0,-17.0,120.0,20.0,-5.0,-67.0,40.0,3.0,0.0,3.0,0.0,1.0,0.0,7.0,2.0,7.0,25.0,2.0,25.0,11.0,3.0,11.0,-26.0,40.0,29.0,17.0,37.0,31.0,-23.0,115.0,38.0,-5.0,113.0,64.0,-5.0,-67.0,40.0,28.0,2.0,28.0,13.0,1.0,13.0,29.0,1.0,29.0,13.0,0.0,13.0,11.0,3.0,11.0,2
-2.0,69.0,37.0,0.0,73.0,4.0,-4.0,117.0,24.0,-21.0,118.0,20.0,-8.0,-70.0,41.0,2.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,8.0,21.0,0.0,21.0,8.0,2.0,8.0,-27.0,38.0,30.0,15.0,36.0,34.0,-26.0,114.0,39.0,-9.0,113.0,65.0,-8.0,-70.0,41.0,27.0,1.0,27.0,15.0,2.0,15.0,30.0,1.0,30.0,9.0,1.0,9.0,8.0,2.0,8.0,2
-2.0,69.0,37.0,1.0,74.0,13.0,-6.0,117.0,24.0,-20.0,118.0,19.0,-8.0,-68.0,40.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,6.0,24.0,1.0,24.0,8.0,1.0,8.0,-27.0,39.0,29.0,16.0,38.0,43.0,-28.0,115.0,38.0,-9.0,114.0,65.0,-8.0,-68.0,40.0,27.0,0.0,27.0,16.0,1.0,16.0,28.0,0.0,28.0,11.0,2.0,11.0,8.0,1.0,8.0,2
-2.0,70.0,29.0,14.0,73.0,52.0,2.0,118.0,24.0,-22.0,117.0,22.0,-7.0,-69.0,39.0,4.0,1.0,4.0,14.0,8.0,14.0,10.0,1.0,10.0,24.0,0.0,24.0,7.0,0.0,7.0,-27.0,39.0,24.0,30.0,37.0,82.0,-20.0,115.0,38.0,-10.0,112.0,67.0,-7.0,-69.0,39.0,27.0,1.0,27.0,30.0,7.0,30.0,32.0,0.0,32.0,12.0,1.0,12.0,7.0,0.0,7.0,2
-3.0,69.0,37.0,21.0,65.0,85.0,-4.0,117.0,23.0,-23.0,117.0,22.0,-7.0,-69.0,40.0,5.0,1.0,5.0,21.0,14.0,21.0,4.0,1.0,4.0,23.0,2.0,23.0,7.0,0.0,7.0,-27.0,38.0,30.0,38.0,30.0,118.0,-26.0,115.0,39.0,-11.0,113.0,67.0,-7.0,-69.0,40.0,31.0,0.0,31.0,38.0,15.0,38.0,26.0,1.0,26.0,11.0,3.0,11.0,7.0,0.0,7.0,2
-4.0,70.0,31.0,25.0,51.0,116.0,-1.0,118.0,31.0,-22.0,115.0,29.0,-7.0,-69.0,38.0,8.0,0.0,8.0,17.0,18.0,17.0,13.0,0.0,13.0,22.0,3.0,22.0,9.0,1.0,9.0,-29.0,38.0,24.0,41.0,15.0,146.0,-24.0,114.0,44.0,-11.0,110.0,74.0,-7.0,-69.0,38.0,35.0,0.0,35.0,31.0,19.0,31.0,34.0,0.0,34.0,11.0,5.0,11.0,9.0,1.0,9.0,2
