left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
1.0,69.0,43.0,7.0,69.0,8.0,10.0,106.0,2.0,-11.0,108.0,17.0,-4.0,-69.0,33.0,1.0,1.0,1.0,7.0,0.0,7.0,10.0,0.0,10.0,11.0,0.0,11.0,4.0,1.0,4.0,-23.0,31.0,58.0,23.0,32.0,15.0,-11.0,106.0,30.0,10.0,106.0,38.0,-4.0,-69.0,33.0,23.0,0.0,23.0,23.0,0.0,23.0,11.0,1.0,11.0,10.0,1.0,10.0,4.0,1.0,4.0,20
0.0,68.0,39.0,7.0,69.0,0.0,10.0,106.0,3.0,-11.0,108.0,19.0,-4.0,-68.0,35.0,0.0,1.0,0.0,7.0,0.0,7.0,10.0,0.0,10.0,11.0,1.0,11.0,4.0,1.0,4.0,-23.0,31.0,55.0,23.0,32.0,8.0,-11.0,107.0,31.0,10.0,107.0,39.0,-4.0,-68.0,35.0,23.0,1.0,23.0,23.0,1.0,23.0,11.0,1.0,11.0,10.0,1.0,10.0,4.0,1.0,4.0,20
6.0,69.0,31.0,7.0,69.0,4.0,11.0,106.0,0.0,-10.0,109.0,17.0,-4.0,-67.0,32.0,2.0,1.0,2.0,1.0,0.0,1.0,11.0,0.0,11.0,10.0,0.0,10.0,4.0,1.0,4.0,-17.0,32.0,45.0,24.0,33.0,10.0,-10.0,108.0,29.0,11.0,108.0,37.0,-4.0,-67.0,32.0,23.0,0.0,23.0,20.0,2.0,20.0,10.0,1.0,10.0,11.0,0.0,11.0,4.0,1.0,4.0,20
2.0,70.0,31.0,4.0,69.0,13.0,11.0,106.0,4.0,-10.0,109.0,19.0,-3.0,-68.0,36.0,6.0,0.0,6.0,2.0,0.0,2.0,11.0,1.0,11.0,12.0,0.0,12.0,3.0,0.0,3.0,-20.0,32.0,45.0,22.0,31.0,23.0,-10.0,107.0,31.0,11.0,108.0,40.0,-3.0,-68.0,36.0,28.0,1.0,28.0,20.0,0.0,20.0,10.0,0.0,10.0,9.0,1.0,9.0,3.0,0.0,3.0,20
-2.0,70.0,30.0,3.0,69.0,14.0,11.0,107.0,5.0,-11.0,109.0,22.0,-3.0,-68.0,43.0,6.0,1.0,6.0,3.0,0.0,3.0,5.0,1.0,5.0,15.0,1.0,15.0,7.0,1.0,7.0,-24.0,33.0,48.0,21.0,31.0,28.0,-10.0,107.0,34.0,10.0,109.0,43.0,-3.0,-68.0,43.0,30.0,1.0,30.0,21.0,0.0,21.0,16.0,0.0,16.0,6.0,0.0,6.0,7.0,1.0,7.0,20
-4.0,71.0,25.0,5.0,69.0,11.0,8.0,108.0,12.0,-13.0,108.0,21.0,-5.0,-67.0,55.0,10.0,0.0,10.0,3.0,0.0,3.0,6.0,0.0,6.0,15.0,0.0,15.0,7.0,4.0,7.0,-27.0,34.0,47.0,22.0,31.0,29.0,-13.0,107.0,38.0,8.0,109.0,44.0,-5.0,-67.0,55.0,35.0,1.0,35.0,20.0,1.0,20.0,15.0,1.0,15.0,6.0,0.0,6.0,7.0,4.0,7.0,20
-7.0,71.0,1.0,4.0,69.0,3.0,7.0,108.0,18.0,-14.0,108.0,27.0,-6.0,-63.0,79.0,7.0,0.0,7.0,4.0,1.0,4.0,3.0,0.0,3.0,16.0,0.0,16.0,6.0,2.0,6.0,-31.0,35.0,32.0,21.0,32.0,33.0,-14.0,108.0,44.0,7.0,109.0,50.0,-6.0,-63.0,79.0,33.0,0.0,33.0,21.0,2.0,21.0,18.0,2.0,18.0,3.0,0.0,3.0,6.0,2.0,6.0,20
-7.0,71.0,-7.0,5.0,70.0,3.0,5.0,108.0,26.0,-15.0,108.0,29.0,-6.0,-61.0,95.0,7.0,2.0,7.0,5.0,1.0,5.0,3.0,1.0,3.0,17.0,2.0,17.0,8.0,7.0,8.0,-32.0,35.0,32.0,21.0,34.0,47.0,-16.0,106.0,50.0,5.0,109.0,55.0,-6.0,-61.0,95.0,32.0,0.0,32.0,21.0,4.0,21.0,18.0,0.0,18.0,3.0,0.0,3.0,8.0,7.0,8.0,20
-6.0,69.0,-24.0,5.0,71.0,2.0,4.0,107.0,33.0,-16.0,106.0,35.0,-7.0,-54.0,114.0,6.0,3.0,6.0,5.0,3.0,5.0,2.0,0.0,2.0,16.0,1.0,16.0,7.0,5.0,7.0,-31.0,35.0,26.0,21.0,38.0,57.0,-17.0,106.0,57.0,4.0,109.0,60.0,-7.0,-54.0,114.0,31.0,2.0,31.0,21.0,10.0,21.0,25.0,2.0,25.0,0.0,2.0,0.0,7.0,5.0,7.0,20
-2.0,66.0,-47.0,7.0,74.0,1.0,1.0,107.0,41.0,-16.0,105.0,39.0,-7.0,-49.0,132.0,2.0,2.0,2.0,7.0,0.0,7.0,1.0,1.0,1.0,16.0,1.0,16.0,9.0,14.0,9.0,-27.0,37.0,15.0,23.0,48.0,78.0,-21.0,108.0,59.0,2.0,111.0,67.0,-7.0,-49.0,132.0,27.0,3.0,27.0,23.0,5.0,23.0,21.0,0.0,21.0,2.0,1.0,2.0,9.0,14.0,9.0,20
