left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
-8.0,63.0,3.0,7.0,64.0,10.0,0.0,92.0,1.0,-7.0,93.0,-7.0,-3.0,-66.0,40.0,8.0,0.0,8.0,7.0,0.0,7.0,0.0,1.0,0.0,9.0,1.0,9.0,5.0,1.0,5.0,-25.0,27.0,20.0,19.0,26.0,33.0,-19.0,93.0,24.0,9.0,94.0,23.0,-3.0,-66.0,40.0,25.0,1.0,25.0,17.0,1.0,17.0,21.0,1.0,21.0,5.0,1.0,5.0,5.0,1.0,5.0,9
-7.0,63.0,8.0,7.0,64.0,8.0,0.0,93.0,4.0,-8.0,94.0,-9.0,-4.0,-65.0,39.0,9.0,0.0,9.0,5.0,0.0,5.0,0.0,1.0,0.0,8.0,1.0,8.0,4.0,1.0,4.0,-25.0,28.0,20.0,18.0,27.0,32.0,-20.0,94.0,24.0,7.0,95.0,25.0,-4.0,-65.0,39.0,25.0,1.0,25.0,18.0,1.0,18.0,20.0,2.0,20.0,7.0,1.0,7.0,4.0,1.0,4.0,9
-8.0,63.0,10.0,6.0,64.0,11.0,0.0,92.0,4.0,-7.0,93.0,-11.0,-4.0,-66.0,42.0,8.0,0.0,8.0,6.0,0.0,6.0,2.0,1.0,2.0,9.0,0.0,9.0,4.0,1.0,4.0,-25.0,27.0,21.0,18.0,26.0,35.0,-20.0,92.0,23.0,7.0,94.0,24.0,-4.0,-66.0,42.0,25.0,0.0,25.0,18.0,0.0,18.0,22.0,1.0,22.0,7.0,0.0,7.0,4.0,1.0,4.0,9
-8.0,63.0,12.0,8.0,64.0,12.0,-1.0,93.0,5.0,-8.0,93.0,-10.0,-4.0,-65.0,39.0,8.0,0.0,8.0,0.0,2.0,0.0,1.0,1.0,1.0,8.0,0.0,8.0,4.0,1.0,4.0,-25.0,27.0,23.0,20.0,26.0,36.0,-21.0,93.0,24.0,7.0,94.0,25.0,-4.0,-65.0,39.0,25.0,1.0,25.0,12.0,3.0,12.0,21.0,1.0,21.0,7.0,0.0,7.0,4.0,1.0,4.0,9
-8.0,63.0,4.0,4.0,62.0,34.0,-1.0,92.0,4.0,-7.0,93.0,-9.0,-4.0,-66.0,39.0,8.0,0.0,8.0,4.0,2.0,4.0,3.0,0.0,3.0,9.0,1.0,9.0,8.0,1.0,8.0,-25.0,28.0,14.0,16.0,23.0,56.0,-20.0,92.0,23.0,8.0,94.0,25.0,-4.0,-66.0,39.0,27.0,0.0,27.0,16.0,2.0,16.0,24.0,1.0,24.0,4.0,1.0,4.0,8.0,1.0,8.0,9
-7.0,63.0,9.0,6.0,60.0,51.0,-2.0,92.0,6.0,-8.0,94.0,-9.0,-6.0,-65.0,39.0,7.0,0.0,7.0,4.0,8.0,4.0,2.0,1.0,2.0,8.0,0.0,8.0,6.0,0.0,6.0,-26.0,28.0,18.0,16.0,21.0,74.0,-22.0,93.0,24.0,6.0,95.0,26.0,-6.0,-65.0,39.0,26.0,1.0,26.0,8.0,8.0,8.0,22.0,0.0,22.0,6.0,0.0,6.0,6.0,0.0,6.0,9
-7.0,63.0,5.0,1.0,52.0,78.0,-1.0,93.0,5.0,-8.0,94.0,-6.0,-5.0,-65.0,39.0,7.0,0.0,7.0,13.0,18.0,13.0,1.0,1.0,1.0,8.0,1.0,8.0,9.0,0.0,9.0,-25.0,29.0,16.0,12.0,13.0,99.0,-20.0,93.0,25.0,7.0,95.0,27.0,-5.0,-65.0,39.0,27.0,0.0,27.0,8.0,18.0,8.0,22.0,1.0,22.0,5.0,1.0,5.0,9.0,0.0,9.0,9
-6.0,63.0,10.0,-6.0,34.0,102.0,-1.0,92.0,5.0,-8.0,93.0,-6.0,-7.0,-65.0,35.0,6.0,0.0,6.0,20.0,16.0,20.0,3.0,0.0,3.0,10.0,0.0,10.0,7.0,0.0,7.0,-26.0,29.0,19.0,2.0,-5.0,123.0,-21.0,92.0,24.0,6.0,94.0,28.0,-7.0,-65.0,35.0,26.0,1.0,26.0,10.0,15.0,10.0,23.0,0.0,23.0,4.0,0.0,4.0,7.0,0.0,7.0,9
-6.0,63.0,11.0,-13.0,18.0,114.0,-2.0,92.0,8.0,-9.0,93.0,-11.0,-7.0,-65.0,34.0,12.0,1.0,12.0,27.0,17.0,27.0,6.0,0.0,6.0,11.0,1.0,11.0,7.0,1.0,7.0,-26.0,28.0,15.0,-4.0,-20.0,135.0,-22.0,92.0,24.0,5.0,94.0,26.0,-7.0,-65.0,34.0,28.0,1.0,28.0,16.0,16.0,16.0,26.0,0.0,26.0,3.0,0.0,3.0,7.0,1.0,7.0,9
-9.0,62.0,9.0,-20.0,1.0,114.0,-4.0,92.0,7.0,-10.0,92.0,-15.0,-7.0,-64.0,29.0,9.0,0.0,9.0,38.0,30.0,38.0,4.0,1.0,4.0,10.0,0.0,10.0,7.0,1.0,7.0,-27.0,29.0,14.0,-10.0,-36.0,139.0,-24.0,92.0,22.0,4.0,94.0,23.0,-7.0,-64.0,29.0,27.0,3.0,27.0,28.0,30.0,28.0,24.0,1.0,24.0,4.0,1.0,4.0,7.0,1.0,7.0,9
