left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
-6.0,66.0,20.0,3.0,67.0,16.0,1.0,113.0,4.0,-1.0,113.0,13.0,2.0,-75.0,44.0,6.0,0.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,-23.0,26.0,38.0,24.0,28.0,34.0,-15.0,114.0,36.0,14.0,114.0,43.0,2.0,-75.0,44.0,23.0,1.0,23.0,20.0,1.0,20.0,15.0,1.0,15.0,14.0,1.0,14.0,2.0,1.0,2.0,10
-5.0,66.0,20.0,2.0,67.0,15.0,1.0,112.0,4.0,-1.0,113.0,13.0,2.0,-76.0,44.0,5.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-23.0,25.0,40.0,22.0,27.0,33.0,-15.0,113.0,37.0,14.0,113.0,43.0,2.0,-76.0,44.0,23.0,1.0,23.0,22.0,1.0,22.0,17.0,1.0,17.0,14.0,1.0,14.0,0.0,1.0,0.0,10
-5.0,66.0,21.0,3.0,67.0,14.0,0.0,112.0,6.0,-1.0,113.0,12.0,1.0,-75.0,46.0,5.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-23.0,26.0,40.0,23.0,28.0,32.0,-16.0,114.0,38.0,14.0,114.0,43.0,1.0,-75.0,46.0,23.0,2.0,23.0,21.0,1.0,21.0,16.0,1.0,16.0,14.0,1.0,14.0,1.0,1.0,1.0,10
-5.0,65.0,16.0,2.0,67.0,13.0,1.0,113.0,5.0,-1.0,113.0,13.0,1.0,-76.0,48.0,7.0,0.0,7.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-23.0,24.0,35.0,22.0,27.0,31.0,-15.0,113.0,38.0,14.0,113.0,43.0,1.0,-76.0,48.0,25.0,1.0,25.0,22.0,1.0,22.0,15.0,1.0,15.0,14.0,1.0,14.0,1.0,1.0,1.0,10
-6.0,65.0,13.0,3.0,66.0,13.0,1.0,113.0,7.0,0.0,113.0,13.0,1.0,-75.0,47.0,14.0,0.0,14.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-24.0,25.0,32.0,23.0,28.0,31.0,-15.0,114.0,39.0,15.0,114.0,43.0,1.0,-75.0,47.0,32.0,1.0,32.0,23.0,3.0,23.0,17.0,1.0,17.0,13.0,1.0,13.0,1.0,1.0,1.0,10
-10.0,65.0,8.0,10.0,65.0,7.0,0.0,112.0,7.0,-1.0,113.0,13.0,1.0,-76.0,49.0,18.0,2.0,18.0,10.0,2.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-28.0,24.0,28.0,30.0,25.0,26.0,-16.0,113.0,39.0,14.0,113.0,44.0,1.0,-76.0,49.0,38.0,0.0,38.0,30.0,1.0,30.0,16.0,1.0,16.0,14.0,1.0,14.0,1.0,1.0,1.0,10
-14.0,63.0,-1.0,18.0,63.0,3.0,0.0,113.0,6.0,-1.0,113.0,15.0,1.0,-75.0,50.0,24.0,1.0,24.0,18.0,3.0,18.0,4.0,0.0,4.0,3.0,1.0,3.0,1.0,0.0,1.0,-33.0,24.0,21.0,37.0,24.0,23.0,-16.0,114.0,40.0,14.0,114.0,44.0,1.0,-75.0,50.0,45.0,2.0,45.0,37.0,3.0,37.0,20.0,0.0,20.0,10.0,1.0,10.0,1.0,0.0,1.0,10
-19.0,62.0,-8.0,27.0,60.0,-9.0,-2.0,113.0,9.0,-2.0,112.0,13.0,0.0,-75.0,53.0,41.0,7.0,41.0,27.0,8.0,27.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,-39.0,22.0,13.0,46.0,21.0,11.0,-18.0,114.0,41.0,12.0,113.0,44.0,0.0,-75.0,53.0,61.0,6.0,61.0,46.0,8.0,46.0,20.0,1.0,20.0,12.0,1.0,12.0,0.0,1.0,0.0,10
-30.0,55.0,-30.0,37.0,52.0,-29.0,-3.0,113.0,12.0,-3.0,112.0,11.0,1.0,-74.0,56.0,42.0,4.0,42.0,37.0,5.0,37.0,5.0,0.0,5.0,5.0,0.0,5.0,1.0,0.0,1.0,-50.0,16.0,-10.0,55.0,13.0,-7.0,-19.0,115.0,44.0,12.0,114.0,40.0,1.0,-74.0,56.0,64.0,4.0,64.0,55.0,5.0,55.0,21.0,1.0,21.0,10.0,0.0,10.0,1.0,0.0,1.0,10
-36.0,51.0,-33.0,41.0,47.0,-40.0,-4.0,113.0,10.0,-4.0,112.0,11.0,1.0,-74.0,58.0,40.0,6.0,40.0,41.0,3.0,41.0,10.0,1.0,10.0,4.0,1.0,4.0,3.0,1.0,3.0,-57.0,12.0,-11.0,59.0,8.0,-17.0,-20.0,114.0,42.0,11.0,114.0,40.0,1.0,-74.0,58.0,61.0,5.0,61.0,59.0,4.0,59.0,26.0,1.0,26.0,9.0,1.0,9.0,3.0,1.0,3.0,10
-38.0,45.0,-47.0,44.0,44.0,-40.0,-7.0,112.0,11.0,-4.0,111.0,10.0,-1.0,-73.0,62.0,54.0,3.0,54.0,42.0,0.0,42.0,7.0,0.0,7.0,4.0,0.0,4.0,1.0,0.0,1.0,-59.0,7.0,-25.0,61.0,4.0,-17.0,-23.0,113.0,42.0,10.0,113.0,41.0,-1.0,-73.0,62.0,73.0,4.0,73.0,61.0,1.0,61.0,23.0,1.0,23.0,10.0,0.0,10.0,1.0,0.0,1.0,10
-46.0,42.0,-34.0,43.0,44.0,-36.0,-6.0,112.0,11.0,-3.0,111.0,9.0,2.0,-73.0,59.0,52.0,2.0,52.0,43.0,6.0,43.0,6.0,0.0,6.0,5.0,0.0,5.0,2.0,0.0,2.0,-66.0,3.0,-11.0,61.0,5.0,-13.0,-21.0,114.0,44.0,12.0,113.0,37.0,2.0,-73.0,59.0,72.0,1.0,72.0,61.0,6.0,61.0,23.0,0.0,23.0,8.0,0.0,8.0,2.0,0.0,2.0,10
-49.0,40.0,-23.0,53.0,38.0,-9.0,-6.0,112.0,16.0,-4.0,111.0,8.0,2.0,-73.0,58.0,57.0,0.0,57.0,53.0,1.0,53.0,8.0,0.0,8.0,6.0,0.0,6.0,0.0,1.0,0.0,-69.0,2.0,2.0,71.0,-1.0,17.0,-22.0,114.0,47.0,10.0,113.0,39.0,2.0,-73.0,58.0,79.0,1.0,79.0,71.0,0.0,71.0,24.0,0.0,24.0,8.0,0.0,8.0,0.0,1.0,0.0,10
-53.0,40.0,4.0,55.0,37.0,14.0,-7.0,112.0,18.0,-5.0,111.0,7.0,1.0,-74.0,55.0,61.0,3.0,61.0,49.0,1.0,49.0,7.0,0.0,7.0,5.0,1.0,5.0,1.0,0.0,1.0,-74.0,1.0,28.0,72.0,-1.0,39.0,-23.0,114.0,48.0,9.0,113.0,39.0,1.0,-74.0,55.0,80.0,2.0,80.0,68.0,1.0,68.0,23.0,0.0,23.0,9.0,1.0,9.0,1.0,0.0,1.0,10
-57.0,37.0,51.0,52.0,36.0,69.0,-7.0,112.0,19.0,-5.0,112.0,8.0,1.0,-74.0,53.0,57.0,1.0,57.0,30.0,3.0,30.0,7.0,1.0,7.0,5.0,0.0,5.0,1.0,1.0,1.0,-77.0,-1.0,74.0,70.0,-2.0,95.0,-23.0,114.0,48.0,9.0,114.0,40.0,1.0,-74.0,53.0,77.0,1.0,77.0,48.0,3.0,48.0,23.0,1.0,23.0,9.0,0.0,9.0,1.0,1.0,1.0,10
-51.0,36.0,87.0,41.0,33.0,107.0,-7.0,111.0,18.0,-5.0,112.0,9.0,0.0,-73.0,52.0,51.0,6.0,51.0,1.0,4.0,1.0,7.0,0.0,7.0,5.0,1.0,5.0,0.0,1.0,0.0,-71.0,-2.0,110.0,59.0,-5.0,132.0,-23.0,113.0,48.0,9.0,114.0,41.0,0.0,-73.0,52.0,71.0,6.0,71.0,19.0,5.0,19.0,23.0,0.0,23.0,9.0,1.0,9.0,0.0,1.0,0.0,10
-42.0,30.0,119.0,21.0,29.0,131.0,-7.0,111.0,18.0,-5.0,111.0,9.0,0.0,-74.0,50.0,42.0,6.0,42.0,49.0,6.0,49.0,7.0,0.0,7.0,7.0,1.0,7.0,0.0,2.0,0.0,-62.0,-8.0,140.0,39.0,-10.0,155.0,-23.0,113.0,48.0,9.0,113.0,41.0,0.0,-74.0,50.0,62.0,4.0,62.0,33.0,5.0,33.0,23.0,1.0,23.0,7.0,2.0,7.0,0.0,2.0,0.0,10
-15.0,24.0,142.0,-14.0,23.0,138.0,-7.0,111.0,16.0,-6.0,112.0,8.0,0.0,-72.0,43.0,15.0,6.0,15.0,44.0,8.0,44.0,9.0,0.0,9.0,6.0,1.0,6.0,2.0,1.0,2.0,-35.0,-12.0,158.0,3.0,-15.0,159.0,-23.0,114.0,44.0,8.0,115.0,40.0,0.0,-72.0,43.0,35.0,5.0,35.0,33.0,9.0,33.0,27.0,1.0,27.0,6.0,1.0,6.0,2.0,1.0,2.0,10
3.0,18.0,144.0,-29.0,15.0,133.0,-8.0,111.0,18.0,-6.0,111.0,5.0,-1.0,-73.0,40.0,3.0,4.0,3.0,29.0,1.0,29.0,8.0,0.0,8.0,6.0,1.0,6.0,1.0,1.0,1.0,-20.0,-17.0,160.0,-15.0,-24.0,159.0,-25.0,113.0,45.0,7.0,114.0,39.0,-1.0,-73.0,40.0,20.0,5.0,20.0,15.0,2.0,15.0,25.0,0.0,25.0,7.0,0.0,7.0,1.0,1.0,1.0,10
4.0,14.0,145.0,-29.0,14.0,133.0,-6.0,111.0,11.0,-5.0,112.0,9.0,0.0,-74.0,39.0,4.0,1.0,4.0,29.0,7.0,29.0,6.0,1.0,6.0,5.0,0.0,5.0,0.0,1.0,0.0,-19.0,-22.0,166.0,-14.0,-26.0,156.0,-22.0,113.0,42.0,9.0,114.0,40.0,0.0,-74.0,39.0,19.0,2.0,19.0,14.0,8.0,14.0,22.0,1.0,22.0,9.0,0.0,9.0,0.0,1.0,0.0,10
9.0,15.0,140.0,-22.0,21.0,132.0,-6.0,112.0,13.0,-5.0,112.0,10.0,1.0,-73.0,38.0,9.0,5.0,9.0,22.0,4.0,22.0,6.0,1.0,6.0,5.0,0.0,5.0,1.0,0.0,1.0,-13.0,-20.0,162.0,-6.0,-18.0,154.0,-21.0,114.0,45.0,10.0,114.0,40.0,1.0,-73.0,38.0,13.0,4.0,13.0,6.0,3.0,6.0,21.0,0.0,21.0,8.0,0.0,8.0,1.0,0.0,1.0,10
14.0,20.0,133.0,-7.0,25.0,123.0,-5.0,111.0,13.0,-5.0,112.0,8.0,0.0,-73.0,38.0,22.0,10.0,22.0,9.0,5.0,9.0,7.0,0.0,7.0,5.0,0.0,5.0,0.0,1.0,0.0,-8.0,-16.0,149.0,9.0,-15.0,142.0,-21.0,114.0,43.0,9.0,114.0,39.0,0.0,-73.0,38.0,42.0,8.0,42.0,9.0,6.0,9.0,23.0,1.0,23.0,9.0,0.0,9.0,0.0,1.0,0.0,10
-4.0,30.0,132.0,-8.0,30.0,128.0,-6.0,111.0,12.0,-5.0,112.0,5.0,0.0,-74.0,37.0,34.0,11.0,34.0,8.0,10.0,8.0,6.0,1.0,6.0,7.0,0.0,7.0,0.0,1.0,0.0,-25.0,-8.0,144.0,9.0,-9.0,146.0,-22.0,113.0,41.0,9.0,114.0,38.0,0.0,-74.0,37.0,53.0,11.0,53.0,9.0,12.0,9.0,24.0,1.0,24.0,5.0,0.0,5.0,0.0,1.0,0.0,10
-19.0,41.0,114.0,13.0,40.0,116.0,-6.0,112.0,16.0,-6.0,112.0,6.0,0.0,-73.0,41.0,33.0,11.0,33.0,13.0,8.0,13.0,6.0,1.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,-39.0,3.0,129.0,30.0,3.0,137.0,-23.0,114.0,42.0,7.0,114.0,40.0,0.0,-73.0,41.0,53.0,10.0,53.0,30.0,8.0,30.0,23.0,0.0,23.0,7.0,0.0,7.0,0.0,0.0,0.0,10
