left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
-2.0,64.0,20.0,3.0,66.0,25.0,10.0,110.0,14.0,-18.0,111.0,10.0,-1.0,-64.0,62.0,8.0,2.0,8.0,1.0,1.0,1.0,10.0,1.0,10.0,18.0,1.0,18.0,1.0,1.0,1.0,-22.0,29.0,38.0,23.0,30.0,53.0,-14.0,109.0,42.0,3.0,110.0,47.0,-1.0,-64.0,62.0,28.0,2.0,28.0,19.0,1.0,19.0,14.0,1.0,14.0,3.0,1.0,3.0,1.0,1.0,1.0,15
-5.0,66.0,23.0,2.0,67.0,24.0,12.0,109.0,11.0,-18.0,112.0,13.0,-1.0,-65.0,60.0,5.0,1.0,5.0,0.0,1.0,0.0,10.0,0.0,10.0,18.0,0.0,18.0,3.0,1.0,3.0,-25.0,31.0,41.0,21.0,31.0,51.0,-12.0,110.0,42.0,4.0,111.0,48.0,-1.0,-65.0,60.0,25.0,1.0,25.0,19.0,0.0,19.0,14.0,0.0,14.0,2.0,0.0,2.0,3.0,1.0,3.0,15
-1.0,65.0,22.0,1.0,66.0,24.0,11.0,109.0,14.0,-18.0,112.0,10.0,-2.0,-64.0,57.0,9.0,2.0,9.0,1.0,1.0,1.0,11.0,1.0,11.0,18.0,0.0,18.0,2.0,1.0,2.0,-22.0,30.0,36.0,20.0,31.0,48.0,-13.0,110.0,42.0,3.0,111.0,47.0,-2.0,-64.0,57.0,28.0,2.0,28.0,20.0,0.0,20.0,13.0,1.0,13.0,3.0,1.0,3.0,2.0,1.0,2.0,15
-5.0,63.0,22.0,0.0,67.0,27.0,12.0,110.0,12.0,-18.0,112.0,11.0,-1.0,-65.0,57.0,13.0,2.0,13.0,0.0,1.0,0.0,8.0,1.0,8.0,20.0,2.0,20.0,1.0,0.0,1.0,-25.0,28.0,36.0,20.0,31.0,50.0,-12.0,109.0,42.0,4.0,110.0,46.0,-1.0,-65.0,57.0,33.0,1.0,33.0,20.0,0.0,20.0,16.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,15
-9.0,65.0,26.0,1.0,66.0,32.0,10.0,111.0,15.0,-19.0,110.0,8.0,-1.0,-65.0,55.0,9.0,2.0,9.0,3.0,0.0,3.0,10.0,1.0,10.0,19.0,1.0,19.0,1.0,0.0,1.0,-29.0,29.0,42.0,21.0,31.0,54.0,-14.0,109.0,42.0,2.0,110.0,47.0,-1.0,-65.0,55.0,29.0,2.0,29.0,17.0,0.0,17.0,14.0,0.0,14.0,2.0,0.0,2.0,1.0,0.0,1.0,15
-9.0,67.0,34.0,-1.0,66.0,28.0,10.0,112.0,17.0,-19.0,109.0,10.0,-1.0,-65.0,54.0,9.0,0.0,9.0,1.0,0.0,1.0,10.0,1.0,10.0,19.0,0.0,19.0,1.0,1.0,1.0,-29.0,31.0,49.0,19.0,31.0,50.0,-14.0,109.0,45.0,3.0,110.0,47.0,-1.0,-65.0,54.0,29.0,0.0,29.0,19.0,1.0,19.0,14.0,1.0,14.0,1.0,0.0,1.0,1.0,1.0,1.0,15
-9.0,67.0,32.0,1.0,66.0,21.0,10.0,111.0,16.0,-19.0,109.0,11.0,-1.0,-64.0,58.0,11.0,0.0,11.0,3.0,0.0,3.0,10.0,1.0,10.0,19.0,0.0,19.0,1.0,1.0,1.0,-29.0,31.0,48.0,20.0,30.0,42.0,-14.0,108.0,44.0,2.0,110.0,47.0,-1.0,-64.0,58.0,29.0,1.0,29.0,20.0,1.0,20.0,14.0,0.0,14.0,2.0,0.0,2.0,1.0,1.0,1.0,15
-10.0,67.0,27.0,-1.0,66.0,16.0,12.0,112.0,15.0,-18.0,109.0,15.0,1.0,-65.0,60.0,10.0,1.0,10.0,3.0,1.0,3.0,12.0,0.0,12.0,18.0,0.0,18.0,1.0,1.0,1.0,-29.0,30.0,45.0,20.0,31.0,39.0,-11.0,108.0,44.0,4.0,110.0,50.0,1.0,-65.0,60.0,29.0,1.0,29.0,18.0,1.0,18.0,11.0,0.0,11.0,4.0,0.0,4.0,1.0,1.0,1.0,15
-6.0,66.0,23.0,-2.0,65.0,13.0,13.0,112.0,14.0,-17.0,109.0,16.0,2.0,-66.0,60.0,6.0,3.0,6.0,4.0,1.0,4.0,13.0,1.0,13.0,17.0,1.0,17.0,0.0,0.0,0.0,-25.0,29.0,45.0,19.0,30.0,38.0,-10.0,108.0,44.0,5.0,110.0,51.0,2.0,-66.0,60.0,25.0,2.0,25.0,17.0,0.0,17.0,12.0,1.0,12.0,5.0,0.0,5.0,0.0,0.0,0.0,15
-5.0,63.0,11.0,-3.0,66.0,17.0,13.0,111.0,13.0,-17.0,110.0,16.0,1.0,-66.0,63.0,7.0,1.0,7.0,3.0,0.0,3.0,13.0,1.0,13.0,17.0,0.0,17.0,1.0,2.0,1.0,-24.0,27.0,34.0,18.0,30.0,43.0,-11.0,109.0,44.0,5.0,110.0,50.0,1.0,-66.0,63.0,26.0,3.0,26.0,18.0,2.0,18.0,11.0,3.0,11.0,5.0,1.0,5.0,1.0,2.0,1.0,15
-6.0,64.0,16.0,-3.0,66.0,21.0,13.0,112.0,15.0,-16.0,110.0,19.0,1.0,-64.0,65.0,6.0,1.0,6.0,3.0,0.0,3.0,13.0,1.0,13.0,16.0,1.0,16.0,1.0,1.0,1.0,-25.0,30.0,40.0,18.0,32.0,48.0,-10.0,112.0,48.0,6.0,111.0,51.0,1.0,-64.0,65.0,25.0,0.0,25.0,18.0,0.0,18.0,10.0,0.0,10.0,6.0,0.0,6.0,1.0,1.0,1.0,15
-4.0,65.0,14.0,-1.0,66.0,28.0,16.0,111.0,15.0,-14.0,111.0,22.0,2.0,-63.0,67.0,6.0,1.0,6.0,5.0,0.0,5.0,16.0,1.0,16.0,14.0,0.0,14.0,2.0,1.0,2.0,-23.0,30.0,40.0,20.0,32.0,56.0,-7.0,112.0,50.0,8.0,111.0,52.0,2.0,-63.0,67.0,25.0,1.0,25.0,16.0,0.0,16.0,7.0,1.0,7.0,8.0,0.0,8.0,2.0,1.0,2.0,15
-5.0,66.0,15.0,-3.0,66.0,19.0,18.0,110.0,11.0,-13.0,111.0,22.0,2.0,-64.0,64.0,5.0,0.0,5.0,3.0,2.0,3.0,18.0,1.0,18.0,13.0,1.0,13.0,4.0,1.0,4.0,-24.0,31.0,43.0,18.0,32.0,44.0,-4.0,111.0,49.0,10.0,111.0,50.0,2.0,-64.0,64.0,24.0,1.0,24.0,18.0,3.0,18.0,4.0,0.0,4.0,10.0,1.0,10.0,4.0,1.0,4.0,15
0.0,66.0,14.0,-1.0,64.0,16.0,19.0,109.0,7.0,-11.0,112.0,25.0,-1.0,-63.0,67.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,2.0,17.0,11.0,0.0,11.0,3.0,1.0,3.0,-20.0,32.0,42.0,19.0,29.0,41.0,-4.0,111.0,45.0,12.0,112.0,53.0,-1.0,-63.0,67.0,22.0,1.0,22.0,19.0,1.0,19.0,4.0,0.0,4.0,12.0,0.0,12.0,3.0,1.0,3.0,15
