left_arm_local_X,left_arm_local_Y,left_arm_local_Z,right_arm_local_X,right_arm_local_Y,right_arm_local_Z,left_leg_local_X,left_leg_local_Y,left_leg_local_Z,right_leg_local_X,right_leg_local_Y,right_leg_local_Z,waist_head_local_X,waist_head_local_Y,waist_head_local_Z,left_arm_local_distX,left_arm_local__distY,left_arm_local__distZ,right_arm_local__distX,right_arm_local__distY,right_arm_local__distZ,left_leg_local__distX,left_leg_local__distY,left_leg_local__distZ,right_leg_local__distX,right_leg_local__distY,right_leg_local__distZ,waist_head_local__distX,waist_head_local__distY,waist_head_local__distZ,left_arm_global_X,left_arm_global_Y,left_arm_global_Z,right_arm_global_X,right_arm_global_Y,right_arm_global_Z,left_leg_global_X,left_leg_global_Y,left_leg_global_Z,right_leg_global_X,right_leg_global_Y,right_leg_global_Z,waist_head_global_X,waist_head_global_Y,waist_head_global_Z,left_arm_global_distX,left_arm_global__distY,left_arm_global__distZ,right_arm_global__distX,right_arm_global__distY,right_arm_global__distZ,left_leg_global__distX,left_leg_global__distY,left_leg_global__distZ,right_leg_global__distX,right_leg_global__distY,right_global__leg_distZ,waist_head_global__distX,waist_head_global__distY,waist_head_global__distZ,label
-10.0,70.0,28.0,7.0,70.0,21.0,10.0,108.0,11.0,-12.0,108.0,3.0,-6.0,-73.0,58.0,10.0,0.0,10.0,7.0,0.0,7.0,8.0,0.0,8.0,14.0,1.0,14.0,6.0,0.0,6.0,-33.0,34.0,50.0,24.0,31.0,50.0,-16.0,110.0,38.0,11.0,110.0,35.0,-6.0,-73.0,58.0,33.0,0.0,33.0,24.0,0.0,24.0,18.0,0.0,18.0,9.0,1.0,9.0,6.0,0.0,6.0,12
-9.0,70.0,29.0,8.0,70.0,21.0,9.0,108.0,12.0,-13.0,107.0,-1.0,-6.0,-73.0,57.0,9.0,0.0,9.0,6.0,1.0,6.0,9.0,0.0,9.0,13.0,0.0,13.0,6.0,1.0,6.0,-32.0,34.0,51.0,25.0,31.0,49.0,-17.0,110.0,39.0,10.0,109.0,32.0,-6.0,-73.0,57.0,32.0,1.0,32.0,23.0,1.0,23.0,17.0,1.0,17.0,10.0,0.0,10.0,6.0,1.0,6.0,12
-8.0,70.0,29.0,7.0,69.0,26.0,10.0,108.0,12.0,-12.0,107.0,3.0,-6.0,-74.0,58.0,8.0,0.0,8.0,5.0,2.0,5.0,10.0,0.0,10.0,12.0,0.0,12.0,6.0,1.0,6.0,-31.0,33.0,52.0,24.0,30.0,56.0,-16.0,109.0,39.0,11.0,109.0,36.0,-6.0,-74.0,58.0,31.0,1.0,31.0,24.0,1.0,24.0,16.0,1.0,16.0,11.0,0.0,11.0,6.0,1.0,6.0,12
-7.0,70.0,32.0,6.0,67.0,30.0,10.0,108.0,13.0,-11.0,107.0,-1.0,-5.0,-73.0,59.0,7.0,1.0,7.0,6.0,7.0,6.0,10.0,0.0,10.0,11.0,0.0,11.0,7.0,1.0,7.0,-30.0,34.0,55.0,24.0,29.0,58.0,-16.0,110.0,41.0,12.0,109.0,32.0,-5.0,-73.0,59.0,32.0,2.0,32.0,22.0,8.0,22.0,16.0,0.0,16.0,12.0,0.0,12.0,7.0,1.0,7.0,12
-7.0,69.0,28.0,6.0,60.0,50.0,10.0,108.0,10.0,-11.0,107.0,2.0,-6.0,-74.0,56.0,13.0,1.0,13.0,6.0,40.0,6.0,10.0,2.0,10.0,11.0,1.0,11.0,6.0,0.0,6.0,-31.0,32.0,51.0,23.0,21.0,76.0,-16.0,110.0,39.0,12.0,109.0,33.0,-6.0,-74.0,56.0,33.0,2.0,33.0,23.0,41.0,23.0,16.0,1.0,16.0,12.0,2.0,12.0,6.0,0.0,6.0,12
-10.0,68.0,20.0,6.0,20.0,63.0,14.0,106.0,6.0,-9.0,108.0,11.0,-3.0,-74.0,60.0,10.0,0.0,10.0,6.0,10.0,6.0,14.0,0.0,14.0,9.0,0.0,9.0,3.0,1.0,3.0,-32.0,30.0,49.0,25.0,-20.0,85.0,-11.0,109.0,42.0,15.0,107.0,34.0,-3.0,-74.0,60.0,32.0,0.0,32.0,25.0,10.0,25.0,11.0,0.0,11.0,15.0,0.0,15.0,3.0,1.0,3.0,12
-8.0,68.0,17.0,9.0,10.0,64.0,15.0,106.0,5.0,-8.0,108.0,12.0,-3.0,-73.0,62.0,8.0,1.0,8.0,9.0,34.0,9.0,11.0,1.0,11.0,10.0,0.0,10.0,7.0,1.0,7.0,-30.0,30.0,45.0,28.0,-30.0,86.0,-10.0,109.0,41.0,16.0,107.0,35.0,-3.0,-73.0,62.0,30.0,2.0,30.0,28.0,34.0,28.0,14.0,0.0,14.0,14.0,0.0,14.0,7.0,1.0,7.0,12
-6.0,67.0,23.0,61.0,-24.0,46.0,13.0,107.0,8.0,-9.0,108.0,10.0,-5.0,-74.0,63.0,8.0,1.0,8.0,61.0,1.0,61.0,11.0,0.0,11.0,11.0,0.0,11.0,5.0,0.0,5.0,-30.0,28.0,58.0,79.0,-64.0,70.0,-12.0,109.0,43.0,15.0,107.0,36.0,-5.0,-74.0,63.0,32.0,2.0,32.0,79.0,2.0,79.0,14.0,1.0,14.0,13.0,1.0,13.0,5.0,0.0,5.0,12
-7.0,68.0,23.0,65.0,-23.0,41.0,12.0,107.0,10.0,-10.0,108.0,11.0,-5.0,-74.0,60.0,7.0,2.0,7.0,65.0,1.0,65.0,10.0,0.0,10.0,12.0,1.0,12.0,7.0,0.0,7.0,-31.0,30.0,57.0,82.0,-62.0,66.0,-13.0,110.0,43.0,14.0,108.0,38.0,-5.0,-74.0,60.0,31.0,2.0,31.0,82.0,1.0,82.0,17.0,1.0,17.0,10.0,1.0,10.0,7.0,0.0,7.0,12
-5.0,66.0,31.0,67.0,-24.0,46.0,11.0,107.0,10.0,-11.0,109.0,8.0,-6.0,-74.0,63.0,7.0,3.0,7.0,57.0,2.0,57.0,9.0,1.0,9.0,15.0,1.0,15.0,8.0,0.0,8.0,-30.0,28.0,63.0,83.0,-63.0,73.0,-15.0,109.0,41.0,12.0,109.0,38.0,-6.0,-74.0,63.0,32.0,3.0,32.0,75.0,2.0,75.0,15.0,0.0,15.0,10.0,1.0,10.0,8.0,0.0,8.0,12
